Tiempo,GiroX,GiroY,GiroZ,KalmanGiroY,GiroXAngle,GiroYAngle,Pitch,Roll,KalmanPitch,DMPYaw,DMPPitch,DMPRoll
58.55,0.12,0.17,0.03,0.05,-26.43,165.33,-20.58,1.89,-20.49,39.94,11.93,-11.14
58.64,-0.05,0.4,0.11,-0.13,-26.43,165.36,-20.62,1.93,-20.52,40.27,11.92,-11.14
58.74,0.07,0.05,-0.24,-0.09,-26.43,165.37,-20.96,2.26,-20.65,50.5,11.96,-11.16
58.84,0.21,0.06,-0.09,0.03,-26.41,165.38,-20.78,1.87,-20.65,50.83,11.94,-11.15
58.93,0.09,0.08,0.04,-0.1,-26.41,165.4,-20.99,2.38,-20.69,60.98,11.94,-11.13
59.03,0.02,0.13,-0.02,-0.19,-26.4,165.41,-20.55,2.01,-20.7,61.31,11.94,-11.13
59.12,0.04,0.01,-0.03,-0.14,-26.38,165.43,-20.63,2.07,-20.66,71.38,11.9,-11.15
59.22,0.23,0.14,-0.05,0.06,-26.36,165.44,-20.64,1.84,-20.65,71.71,11.91,-11.15
59.32,0.21,0.18,-0.05,0.03,-26.34,165.46,-20.39,2.14,-20.64,81.71,11.91,-11.18
59.41,-0.34,-0.18,-0.5,-0.5,-26.37,165.44,-20.7,2.55,-20.69,82.02,11.92,-11.17
59.51,0.34,0.11,-0.11,0.15,-26.36,165.48,-21.66,2.64,-20.79,91.87,11.93,-11.19
59.6,0.09,0.11,-0.14,-0.15,-26.35,165.48,-20.75,1.53,-20.8,92.2,11.96,-11.2
59.7,0.24,0.0,-0.13,-0.0,-26.34,165.49,-20.94,1.91,-20.83,101.9,11.91,-11.22
59.8,-0.02,0.1,0.01,-0.26,-26.35,165.5,-20.66,2.5,-20.84,102.21,11.91,-11.23
59.89,0.36,0.17,0.11,0.15,-26.34,165.52,-20.55,1.99,-20.79,111.75,11.87,-11.2
59.99,0.11,-0.05,-0.05,-0.08,-26.32,165.52,-20.59,2.04,-20.78,112.05,11.87,-11.2
60.08,0.17,0.3,-0.12,-0.02,-26.32,165.53,-20.61,1.7,-20.79,121.58,11.89,-11.17
60.18,0.21,0.2,-0.05,0.03,-26.3,165.55,-21.16,2.31,-20.82,121.89,11.9,-11.17
60.28,0.14,0.29,0.16,0.0,-26.29,165.58,-20.46,1.85,-20.73,131.33,11.94,-11.16
60.37,0.02,0.35,-0.03,-0.09,-26.29,165.61,-20.52,1.71,-20.72,131.61,11.95,-11.17
60.47,0.18,0.26,0.05,0.05,-26.29,165.62,-21.05,1.55,-20.78,141.05,11.94,-11.18
60.56,0.15,0.05,0.1,-0.0,-26.28,165.62,-20.93,1.68,-20.8,141.37,11.94,-11.18
60.66,0.15,-0.4,-0.28,0.06,-26.28,165.64,-20.87,1.94,-20.73,150.87,11.93,-11.15
60.75,0.08,-0.01,0.0,-0.01,-26.27,165.64,-20.52,2.59,-20.72,151.2,11.9,-11.17
60.85,0.18,0.1,-0.05,0.11,-26.26,165.64,-20.41,2.14,-20.66,160.71,11.93,-11.16
60.95,0.35,0.82,-0.14,0.31,-26.23,165.71,-20.38,2.36,-20.61,161.02,11.93,-11.18
61.04,0.14,-0.04,-0.1,0.11,-26.21,165.73,-21.32,1.52,-20.66,170.65,11.9,-11.12
61.14,0.1,0.08,0.07,0.02,-26.2,165.73,-20.74,2.03,-20.66,170.96,11.89,-11.12
61.24,0.16,0.08,-0.16,0.11,-26.18,165.78,-20.33,1.99,-20.58,-179.21,11.94,-11.11
61.33,0.33,0.02,-0.08,0.3,-26.15,165.78,-20.39,2.15,-20.54,-178.89,11.93,-11.11
61.43,0.16,-0.08,-0.07,0.09,-26.13,165.78,-20.66,1.93,-20.6,-168.65,11.9,-11.13
61.53,0.05,-0.05,0.0,-0.03,-26.13,165.78,-21.52,1.67,-20.68,-168.33,11.9,-11.14
61.63,0.08,-0.05,-0.05,-0.07,-26.11,165.79,-20.5,1.9,-20.68,-157.93,11.92,-11.16
61.73,0.1,0.05,-0.04,-0.04,-26.1,165.79,-20.67,1.81,-20.68,-157.6,11.92,-11.16
61.83,0.2,0.19,0.05,0.07,-26.09,165.81,-20.67,2.32,-20.68,-147.08,11.95,-11.16
61.92,0.32,-0.08,-0.27,0.19,-26.06,165.81,-20.4,2.12,-20.64,-146.75,11.96,-11.17
62.02,0.16,0.32,-0.11,-0.0,-26.06,165.84,-21.44,2.19,-20.78,-136.51,11.99,-11.15
62.12,0.08,0.13,0.04,-0.13,-26.05,165.85,-21.31,2.04,-20.84,-136.16,12.0,-11.16
62.22,0.07,0.16,0.07,-0.12,-26.04,165.88,-21.05,1.87,-20.79,-125.65,11.98,-11.19
62.31,0.05,0.55,0.11,-0.15,-26.03,165.93,-20.13,1.56,-20.75,-125.32,11.98,-11.19
62.41,0.16,0.11,-0.27,-0.03,-26.02,165.94,-20.62,2.05,-20.77,-115.14,11.98,-11.18
62.51,-0.06,-0.03,-0.14,-0.24,-26.02,165.94,-20.9,2.24,-20.8,-114.81,11.99,-11.18
62.61,0.05,0.04,-0.04,-0.12,-26.01,165.95,-19.98,2.21,-20.72,-104.42,11.98,-11.18
62.7,0.26,0.37,0.0,0.14,-25.98,165.98,-20.62,2.09,-20.7,-104.1,11.97,-11.19
62.8,0.11,0.06,0.0,0.01,-25.98,166.01,-20.68,1.79,-20.68,-94.21,11.94,-11.19
62.89,0.03,0.28,0.08,-0.07,-25.97,166.03,-20.29,2.4,-20.65,-93.89,11.96,-11.18
62.99,0.15,0.13,-0.18,0.06,-25.97,166.05,-20.34,1.97,-20.65,-84.07,11.96,-11.19
63.09,0.13,0.14,0.24,0.06,-25.96,166.07,-20.84,1.67,-20.66,-83.76,11.95,-11.19
63.18,0.24,0.05,-0.45,0.11,-25.92,166.09,-19.73,1.88,-20.62,-74.13,11.96,-11.21
63.28,0.2,0.1,-0.23,0.13,-25.9,166.1,-20.9,2.31,-20.64,-73.84,11.94,-11.21
63.37,0.08,0.11,-0.11,-0.05,-25.89,166.09,-21.07,2.2,-20.72,-64.32,11.98,-11.2
63.47,0.22,0.14,0.17,0.07,-25.87,166.1,-20.74,2.08,-20.71,-64.0,11.97,-11.2
63.57,0.1,0.08,0.11,-0.02,-25.85,166.12,-20.25,2.18,-20.63,-54.52,11.95,-11.23
63.66,0.28,0.4,0.15,0.19,-25.83,166.16,-20.08,2.05,-20.57,-54.21,11.94,-11.23
63.76,0.18,0.1,-0.04,0.1,-25.82,166.18,-20.22,2.3,-20.57,-44.8,11.9,-11.19
63.85,0.21,0.22,0.04,0.14,-25.8,166.2,-20.49,2.08,-20.56,-44.49,11.89,-11.19
63.95,0.21,0.24,-0.05,0.15,-25.79,166.21,-20.58,1.71,-20.55,-35.04,11.93,-11.18
64.04,0.03,0.27,-0.03,-0.03,-25.79,166.23,-20.8,2.03,-20.58,-34.73,11.93,-11.16
64.14,0.33,0.2,0.08,0.22,-25.79,166.25,-20.58,2.28,-20.62,-25.27,11.94,-11.14
64.24,0.07,-0.01,0.04,-0.03,-25.78,166.25,-20.88,2.0,-20.64,-24.95,11.94,-11.13
64.34,0.1,-0.08,0.09,-0.01,-25.77,166.28,-20.54,1.84,-20.62,-15.38,11.95,-11.17
64.43,0.06,0.23,-0.08,-0.04,-25.77,166.3,-20.41,2.21,-20.61,-15.07,11.95,-11.17
64.53,0.11,0.44,0.12,0.02,-25.74,166.33,-20.14,1.63,-20.56,-5.06,11.95,-11.12
64.62,0.21,0.02,-0.08,0.15,-25.72,166.33,-20.74,2.2,-20.56,-4.75,11.93,-11.12
64.72,0.11,0.13,0.0,0.02,-25.71,166.34,-20.56,2.12,-20.58,4.81,11.88,-11.16
64.81,0.15,0.27,-0.14,0.06,-25.7,166.37,-20.52,2.02,-20.57,5.13,11.88,-11.16
64.9,0.13,0.22,0.16,0.0,-25.69,166.37,-20.93,2.06,-20.65,14.8,11.92,-11.16
64.99,0.22,0.23,-0.11,0.07,-25.67,166.39,-20.4,2.23,-20.62,15.13,11.93,-11.16
65.09,0.08,0.15,-0.1,-0.05,-25.65,166.4,-20.65,2.11,-20.61,24.95,11.91,-11.15
65.18,-0.02,0.24,-0.08,-0.15,-25.66,166.42,-20.26,2.36,-20.59,25.28,11.91,-11.16
65.28,0.21,-0.05,0.04,0.1,-25.63,166.43,-20.66,1.77,-20.58,35.49,11.94,-11.11
65.38,0.0,0.03,0.01,-0.11,-25.63,166.43,-20.99,1.43,-20.63,35.8,11.95,-11.1
65.47,0.29,0.24,0.14,0.14,-25.61,166.42,-20.83,2.01,-20.66,46.04,12.01,-11.12
65.56,0.1,0.21,0.07,-0.06,-25.6,166.44,-20.35,2.47,-20.63,46.38,12.01,-11.13
65.66,-0.07,-0.03,0.03,-0.2,-25.58,166.44,-21.01,1.89,-20.65,56.27,11.93,-11.1
65.75,0.17,0.26,0.0,0.01,-25.56,166.46,-20.31,2.3,-20.61,56.59,11.94,-11.12
65.85,0.29,0.44,0.46,0.31,-25.56,166.46,-20.47,1.89,-20.42,66.77,11.93,-11.1
65.94,0.14,0.34,0.05,0.16,-25.54,166.49,-20.37,1.8,-20.4,67.08,11.95,-11.08
66.04,0.19,0.18,-0.13,0.17,-25.54,166.5,-21.09,2.31,-20.51,76.78,11.96,-11.07
66.13,0.03,0.12,0.02,-0.03,-25.54,166.51,-20.46,2.1,-20.51,77.12,11.97,-11.08
66.23,0.19,0.04,-0.08,0.14,-25.52,166.53,-20.39,1.91,-20.47,87.0,11.98,-11.07
66.32,0.15,0.24,-0.12,0.1,-25.5,166.55,-20.74,1.74,-20.49,87.32,11.98,-11.07
66.42,0.21,0.25,0.04,0.12,-25.49,166.56,-20.72,2.12,-20.52,97.07,11.97,-11.09
66.51,0.27,-0.27,-0.07,0.17,-25.46,166.53,-20.71,2.17,-20.52,97.39,11.97,-11.09
66.61,-0.03,0.19,-0.13,-0.17,-25.45,166.52,-20.77,2.03,-20.58,106.73,11.95,-11.14
66.7,0.24,0.25,-0.15,0.09,-25.43,166.55,-21.13,1.73,-20.63,107.04,11.97,-11.14
66.8,-0.02,0.23,-0.21,-0.18,-25.42,166.56,-20.67,2.12,-20.59,116.56,11.99,-11.13
66.9,0.09,0.02,0.03,-0.08,-25.41,166.56,-20.65,2.0,-20.61,116.86,11.99,-11.13
66.99,0.18,0.04,-0.09,-0.01,-25.4,166.57,-20.29,2.26,-20.6,126.31,11.99,-11.17
67.09,0.09,0.11,0.02,-0.07,-25.39,166.58,-21.08,2.08,-20.66,126.61,12.0,-11.17
67.18,0.29,0.07,-0.02,0.1,-25.4,166.61,-20.45,2.22,-20.66,136.03,12.0,-11.15
67.28,0.04,-0.02,-0.1,-0.14,-25.4,166.61,-20.19,1.98,-20.62,136.34,12.0,-11.15
67.37,0.21,0.1,-0.19,0.06,-25.39,166.61,-20.52,2.16,-20.63,145.8,11.94,-11.15
67.47,0.21,0.15,-0.1,0.06,-25.37,166.62,-20.38,2.06,-20.6,146.11,11.93,-11.15
67.57,0.05,0.56,0.13,-0.04,-25.34,166.6,-20.03,1.84,-20.5,155.66,11.93,-11.13
67.66,0.15,0.39,-0.07,0.09,-25.33,166.64,-21.01,2.02,-20.54,155.94,11.98,-11.13
67.76,0.15,0.08,-0.16,0.01,-25.31,166.64,-20.95,2.21,-20.62,165.57,11.97,-11.2
67.85,0.06,0.03,0.01,-0.1,-25.3,166.64,-21.06,1.57,-20.67,165.91,11.96,-11.19
67.95,0.12,0.18,0.07,-0.04,-25.29,166.66,-20.16,1.67,-20.6,175.66,12.01,-11.22
68.04,0.16,0.21,-0.16,0.02,-25.27,166.68,-20.38,2.22,-20.58,175.98,12.02,-11.22
68.14,0.15,0.23,-0.09,0.03,-25.26,166.67,-20.66,1.51,-20.58,-174.11,12.03,-11.24
68.24,0.04,0.37,-0.04,-0.09,-25.26,166.71,-20.8,2.3,-20.61,-173.79,12.04,-11.24
68.34,0.11,0.38,0.0,-0.03,-25.23,166.72,-20.77,2.27,-20.6,-163.42,12.02,-11.24
68.43,0.03,0.04,-0.08,-0.12,-25.23,166.73,-20.35,1.62,-20.59,-163.09,12.03,-11.24
68.54,0.04,0.08,0.11,-0.05,-25.21,166.75,-20.33,2.18,-20.51,-152.6,11.97,-11.21
68.63,0.12,0.09,0.01,0.05,-25.2,166.75,-20.52,1.89,-20.51,-152.27,11.98,-11.21
68.73,0.29,0.16,-0.06,0.21,-25.19,166.78,-20.8,2.25,-20.54,-142.04,11.97,-11.22
68.82,0.13,0.2,0.0,0.04,-25.18,166.8,-20.9,1.9,-20.57,-141.71,11.97,-11.22
68.92,0.08,0.08,-0.16,-0.07,-25.18,166.82,-20.41,2.68,-20.59,-131.46,11.91,-11.19
69.02,0.08,0.08,-0.15,-0.06,-25.17,166.83,-20.11,2.04,-20.56,-131.13,11.9,-11.19
69.12,0.17,0.19,0.0,0.08,-25.14,166.84,-20.46,1.9,-20.52,-120.55,11.89,-11.18
69.21,0.15,0.04,-0.11,0.07,-25.12,166.85,-20.68,2.11,-20.52,-120.22,11.89,-11.18
69.31,0.21,0.4,0.01,0.06,-25.11,166.86,-20.7,2.12,-20.59,-110.13,11.9,-11.17
69.4,0.12,0.17,0.1,-0.03,-25.1,166.88,-20.87,2.03,-20.61,-109.8,11.91,-11.18
69.5,0.06,0.08,-0.01,-0.12,-25.09,166.89,-20.51,1.92,-20.63,-99.79,11.9,-11.18
69.6,0.18,0.02,-0.09,-0.0,-25.07,166.89,-20.89,2.01,-20.65,-99.46,11.9,-11.18
69.69,0.17,0.21,-0.28,-0.03,-25.05,166.89,-20.79,2.11,-20.67,-89.6,11.92,-11.17
69.79,0.09,0.19,0.05,-0.12,-25.04,166.91,-20.33,2.27,-20.65,-89.28,11.91,-11.17
69.89,0.12,0.27,0.03,-0.03,-25.02,166.92,-20.46,1.94,-20.59,-79.55,11.89,-11.2
69.98,-0.03,-0.03,-0.04,-0.17,-25.02,166.91,-20.47,1.54,-20.59,-79.25,11.9,-11.19
70.08,0.15,0.23,-0.09,-0.04,-25.0,166.95,-20.27,2.14,-20.63,-69.35,11.88,-11.18
70.18,0.08,-0.12,-0.13,-0.09,-24.99,166.94,-20.74,2.16,-20.65,-69.04,11.88,-11.18
70.28,0.21,0.02,0.02,0.0,-24.97,166.96,-21.17,1.84,-20.72,-59.3,11.9,-11.15
70.37,0.24,0.01,-0.11,0.01,-24.94,166.96,-20.31,1.94,-20.68,-58.99,11.9,-11.15
70.47,0.11,0.21,0.02,-0.02,-24.93,167.0,-20.26,1.71,-20.56,-49.54,11.9,-11.14
70.57,0.11,0.1,-0.05,0.0,-24.92,167.01,-20.49,1.9,-20.56,-49.25,11.92,-11.13
70.66,-0.08,-0.03,-0.08,-0.18,-24.89,167.02,-20.62,2.05,-20.54,-39.82,11.88,-11.13
70.76,0.08,0.27,0.06,-0.02,-24.88,167.05,-20.82,1.55,-20.56,-39.51,11.87,-11.12
70.86,0.11,0.31,0.13,-0.02,-24.88,167.09,-20.53,1.83,-20.57,-30.09,11.91,-11.16
70.95,0.16,0.08,0.03,0.04,-24.86,167.1,-20.64,1.77,-20.57,-29.79,11.9,-11.16
71.05,0.21,0.22,0.02,0.06,-24.85,167.1,-21.04,2.1,-20.63,-20.21,11.91,-11.1
71.14,-0.03,0.26,0.03,-0.2,-24.85,167.12,-20.86,2.13,-20.66,-19.9,11.91,-11.1
71.24,0.06,-0.03,0.09,-0.1,-24.83,167.15,-20.68,2.08,-20.64,-10.25,11.97,-11.15
71.34,0.15,0.27,-0.06,-0.02,-24.82,167.18,-20.54,2.19,-20.63,-9.94,11.98,-11.15
71.43,0.25,0.02,-0.03,0.07,-24.81,167.2,-20.77,2.07,-20.67,-0.15,11.99,-11.21
71.53,0.15,-0.03,-0.05,-0.03,-24.79,167.2,-21.04,1.95,-20.7,0.17,11.97,-11.21
71.62,0.03,0.18,-0.05,-0.15,-24.77,167.2,-20.53,1.93,-20.66,10.05,11.92,-11.21
71.72,0.12,0.11,-0.12,-0.05,-24.76,167.21,-20.25,2.27,-20.63,10.36,11.92,-11.21
71.82,-0.05,0.3,-0.01,-0.23,-24.75,167.23,-20.58,1.82,-20.67,20.41,11.89,-11.23
71.91,0.22,0.18,0.25,0.04,-24.73,167.25,-20.77,2.33,-20.68,20.74,11.9,-11.23
72.01,0.12,0.12,-0.05,-0.01,-24.71,167.24,-20.68,2.32,-20.61,30.93,11.86,-11.2
72.1,0.08,0.03,0.04,-0.06,-24.7,167.24,-20.32,1.76,-20.59,31.26,11.86,-11.2
72.2,0.03,0.13,-0.09,-0.12,-24.68,167.26,-20.53,2.13,-20.62,41.47,11.88,-11.21
72.29,0.16,0.45,-0.25,0.01,-24.66,167.3,-20.62,2.09,-20.62,41.8,11.88,-11.2
72.39,0.25,0.35,0.04,0.1,-24.66,167.29,-20.27,1.69,-20.61,52.0,11.92,-11.19
72.48,0.06,0.32,0.11,-0.07,-24.66,167.32,-20.94,2.17,-20.65,52.32,11.93,-11.18
72.58,-0.1,0.21,-0.03,-0.25,-24.65,167.35,-20.59,1.8,-20.64,62.17,11.89,-11.22
72.67,0.02,0.1,-0.05,-0.13,-24.65,167.36,-20.57,1.68,-20.65,62.51,11.88,-11.22
72.77,0.1,0.05,-0.24,-0.04,-24.64,167.36,-20.67,1.82,-20.66,72.63,11.89,-11.23
72.86,0.13,0.09,0.19,-0.01,-24.63,167.37,-21.05,2.05,-20.69,72.95,11.9,-11.23
72.96,0.27,0.13,-0.01,0.15,-24.61,167.4,-21.09,1.73,-20.67,82.97,11.89,-11.2
73.05,0.07,-0.04,-0.01,-0.09,-24.61,167.4,-20.18,2.17,-20.64,83.28,11.9,-11.21
73.15,0.05,0.15,-0.09,-0.06,-24.6,167.41,-20.42,2.3,-20.61,93.09,11.88,-11.18
73.25,0.18,0.11,-0.19,0.08,-24.58,167.42,-21.08,1.75,-20.65,93.39,11.87,-11.18
73.34,0.12,0.18,-0.05,0.0,-24.56,167.4,-20.9,1.8,-20.64,103.12,11.83,-11.19
73.44,0.34,0.22,-0.02,0.21,-24.52,167.42,-20.41,1.35,-20.6,103.43,11.83,-11.2
73.54,0.31,0.15,0.05,0.2,-24.52,167.45,-20.76,2.23,-20.6,112.95,11.84,-11.19
73.63,0.07,0.22,-0.05,-0.04,-24.52,167.47,-20.48,2.43,-20.6,113.27,11.84,-11.19
73.73,0.15,0.2,0.0,0.06,-24.51,167.48,-20.7,1.92,-20.58,122.75,11.83,-11.2
73.82,0.14,0.34,-0.09,0.05,-24.5,167.51,-19.52,2.46,-20.49,123.05,11.83,-11.19
73.92,0.26,0.28,-0.4,0.07,-24.5,167.54,-20.96,2.26,-20.73,132.5,11.85,-11.15
74.01,0.32,0.2,-0.02,0.12,-24.47,167.56,-20.99,1.74,-20.74,132.8,11.86,-11.14
74.11,0.06,0.1,0.05,-0.12,-24.47,167.56,-20.98,2.05,-20.73,142.21,11.91,-11.17
74.21,-0.02,-0.16,-0.5,-0.22,-24.47,167.55,-20.54,2.73,-20.73,142.52,11.9,-11.17
74.3,0.08,0.02,-0.14,-0.13,-24.43,167.55,-21.03,1.98,-20.77,151.96,11.92,-11.15
74.4,0.16,0.15,-0.01,-0.07,-24.42,167.56,-20.81,2.4,-20.78,152.27,11.94,-11.16
74.5,0.25,0.12,0.09,0.02,-24.4,167.56,-21.06,2.0,-20.81,161.8,11.95,-11.2
74.59,0.25,0.79,0.16,0.0,-24.37,167.64,-19.64,2.23,-20.69,162.12,11.94,-11.2
74.69,0.5,-0.15,-0.24,0.29,-24.37,167.65,-20.47,1.79,-20.74,171.77,11.92,-11.21
74.78,0.3,0.28,-0.03,0.11,-24.34,167.68,-20.77,1.68,-20.74,172.11,11.91,-11.2
74.88,0.07,0.04,-0.11,-0.14,-24.32,167.69,-21.11,2.14,-20.79,-178.11,11.93,-11.17
74.98,0.04,0.08,0.05,-0.19,-24.32,167.69,-20.49,1.96,-20.78,-177.79,11.95,-11.18
75.08,0.1,0.1,-0.05,-0.06,-24.3,167.7,-21.11,2.34,-20.74,-167.52,11.95,-11.12
75.17,0.11,0.26,-0.02,-0.07,-24.29,167.73,-20.38,1.87,-20.72,-167.2,11.95,-11.12
75.28,0.13,0.17,0.11,-0.04,-24.26,167.77,-20.05,1.92,-20.66,-156.77,11.93,-11.16
75.37,0.19,0.08,-0.14,0.06,-24.24,167.78,-20.54,2.11,-20.65,-156.45,11.94,-11.15
75.47,0.22,0.11,-0.09,0.09,-24.23,167.8,-20.37,1.89,-20.64,-145.87,11.96,-11.14
75.57,0.15,0.15,-0.12,0.03,-24.22,167.82,-20.37,2.25,-20.62,-145.55,11.96,-11.13
75.67,0.03,0.38,0.15,-0.07,-24.22,167.84,-20.76,2.3,-20.65,-135.28,11.98,-11.17
75.76,0.15,-0.14,-0.16,0.04,-24.21,167.82,-20.03,2.0,-20.59,-134.95,11.98,-11.18
75.86,0.2,-0.02,-0.04,0.17,-24.2,167.84,-20.74,2.16,-20.55,-124.37,11.96,-11.12
75.96,-0.4,0.04,-0.35,-0.44,-24.24,167.85,-21.68,1.63,-20.68,-124.06,11.96,-11.12
76.06,0.47,0.38,-0.24,0.27,-24.25,167.85,-19.09,1.81,-20.69,-113.55,11.93,-11.14
76.16,0.35,0.32,-0.11,0.25,-24.21,167.88,-21.1,1.99,-20.7,-113.25,11.93,-11.12
76.25,0.05,0.27,0.07,-0.11,-24.19,167.91,-21.2,2.35,-20.77,-103.22,11.96,-11.15
76.35,0.12,0.44,-0.02,-0.07,-24.18,167.95,-20.43,1.83,-20.75,-102.9,11.96,-11.14
76.45,0.01,0.24,0.04,-0.14,-24.16,167.98,-19.97,1.9,-20.65,-92.96,11.93,-11.18
76.54,0.11,-0.08,0.02,0.02,-24.15,167.97,-20.23,1.94,-20.61,-92.65,11.94,-11.18
76.64,0.04,0.34,0.21,0.02,-24.15,168.01,-20.73,1.69,-20.58,-82.85,11.94,-11.2
76.73,0.11,-0.03,-0.15,0.08,-24.14,168.01,-19.96,2.01,-20.51,-82.54,11.95,-11.19
76.83,0.25,0.14,0.21,0.32,-24.13,168.02,-19.32,2.18,-20.33,-72.83,11.94,-11.2
76.92,0.38,0.4,-0.11,0.52,-24.1,168.06,-21.16,2.0,-20.37,-72.54,11.95,-11.18
77.02,0.08,0.27,-0.03,0.11,-24.09,168.06,-20.46,2.19,-20.4,-63.03,11.99,-11.16
77.11,-0.15,0.18,0.06,-0.11,-24.1,168.07,-19.3,2.31,-20.32,-62.73,12.0,-11.16
77.21,0.11,0.21,0.18,0.24,-24.07,168.09,-19.43,2.22,-20.17,-53.28,11.98,-11.14
77.3,0.08,0.27,0.03,0.27,-24.06,168.11,-21.09,2.14,-20.24,-52.98,11.99,-11.13
77.4,0.31,0.22,0.12,0.4,-24.06,168.14,-20.56,1.92,-20.29,-43.86,11.99,-11.15
77.49,0.24,0.15,0.27,0.31,-24.04,168.16,-20.16,1.7,-20.25,-43.56,11.99,-11.14
77.59,-0.08,-0.03,0.02,-0.04,-24.02,168.16,-21.23,1.95,-20.35,-34.17,12.01,-11.12
77.69,0.08,0.18,0.05,0.07,-24.01,168.18,-20.77,1.92,-20.38,-33.87,12.02,-11.13
77.78,0.15,0.14,-0.02,0.09,-23.99,168.17,-20.22,2.04,-20.37,-24.34,11.99,-11.13
77.87,-0.32,-0.19,-0.25,-0.37,-24.02,168.15,-21.84,1.91,-20.54,-24.04,12.0,-11.12
77.98,0.14,0.18,-0.27,-0.16,-23.99,168.15,-20.08,1.83,-20.67,-14.11,11.97,-11.14
78.07,0.14,0.26,-0.18,-0.12,-23.98,168.18,-21.08,2.34,-20.72,-13.81,11.99,-11.13
78.17,0.15,0.25,-0.04,-0.11,-23.97,168.18,-21.07,1.51,-20.73,-4.07,11.98,-11.13
78.26,0.18,-0.14,0.05,-0.1,-23.95,168.16,-20.53,2.02,-20.72,-3.74,11.97,-11.13
78.36,0.02,0.15,-0.05,-0.2,-23.94,168.19,-20.67,1.85,-20.67,6.13,11.99,-11.12
78.46,-0.18,0.63,0.05,-0.39,-23.96,168.25,-19.98,2.37,-20.64,6.43,11.98,-11.12
78.55,0.36,0.63,-0.11,0.15,-23.95,168.25,-20.07,1.76,-20.67,16.47,12.03,-11.14
78.65,0.0,0.07,0.09,-0.18,-23.95,168.26,-20.8,2.06,-20.69,16.8,12.03,-11.14
78.75,0.22,0.31,-0.15,0.01,-23.93,168.28,-20.28,2.28,-20.69,26.9,11.99,-11.19
78.84,0.18,0.16,-0.14,-0.01,-23.91,168.3,-20.54,2.04,-20.68,27.24,11.99,-11.18
78.94,-0.01,0.18,0.07,-0.17,-23.92,168.32,-20.93,1.75,-20.69,37.46,11.94,-11.23
79.03,0.05,0.34,0.11,-0.12,-23.91,168.35,-20.37,2.6,-20.68,37.79,11.95,-11.23
79.13,-0.44,1.17,0.32,-0.51,-23.86,168.37,-19.92,1.71,-20.5,48.02,11.97,-11.19
79.22,0.34,0.0,-0.37,0.3,-23.83,168.37,-20.55,1.88,-20.48,48.32,11.99,-11.21
79.32,0.17,0.2,0.05,0.05,-23.81,168.39,-20.85,2.09,-20.57,58.54,11.94,-11.16
79.41,0.12,0.15,-0.04,-0.01,-23.8,168.4,-20.13,1.81,-20.54,58.87,11.93,-11.16
79.51,0.02,0.11,-0.02,-0.07,-23.78,168.41,-20.09,1.96,-20.49,69.02,11.93,-11.18
79.61,0.04,0.37,0.1,-0.03,-23.77,168.45,-20.68,1.96,-20.5,69.34,11.93,-11.19
79.71,0.13,0.29,-0.18,-0.02,-23.76,168.46,-20.73,2.08,-20.59,79.37,11.96,-11.19
79.8,0.27,0.23,0.11,0.11,-23.73,168.48,-20.61,1.98,-20.58,79.69,11.95,-11.19
79.9,0.15,0.02,-0.09,0.01,-23.73,168.51,-20.3,2.4,-20.55,89.56,11.96,-11.2
79.99,0.02,-0.06,-0.05,-0.1,-23.73,168.51,-20.57,2.15,-20.56,89.87,11.95,-11.2
80.09,0.18,0.22,0.01,0.09,-23.72,168.54,-20.81,2.03,-20.54,99.66,11.97,-11.22
80.18,0.31,0.18,-0.15,0.21,-23.69,168.56,-20.58,1.89,-20.52,99.98,11.97,-11.23
80.28,0.11,0.02,-0.01,0.01,-23.67,168.56,-20.23,1.98,-20.49,109.55,11.92,-11.23
80.38,-0.05,0.02,0.01,-0.13,-23.68,168.56,-20.56,1.42,-20.51,109.85,11.93,-11.23
80.47,0.34,0.18,-0.06,0.23,-23.66,168.59,-20.8,2.13,-20.55,119.33,11.98,-11.21
80.57,0.17,0.15,-0.04,0.04,-23.65,168.6,-20.81,2.0,-20.57,119.64,11.96,-11.22
80.66,0.08,0.46,-0.14,-0.1,-23.62,168.62,-20.49,1.98,-20.59,129.09,11.92,-11.22
80.76,0.21,0.03,-0.14,0.04,-23.6,168.63,-20.79,2.03,-20.6,129.39,11.93,-11.22
80.86,0.11,0.18,-0.19,-0.1,-23.58,168.63,-21.05,2.51,-20.67,138.79,11.96,-11.2
80.95,0.09,0.18,-0.08,-0.14,-23.57,168.64,-20.51,1.73,-20.67,139.1,11.97,-11.19
81.05,0.18,0.26,0.05,-0.02,-23.55,168.66,-20.2,2.58,-20.59,148.57,11.98,-11.23
81.14,0.11,0.27,-0.19,-0.06,-23.54,168.68,-20.78,2.29,-20.62,148.87,11.99,-11.22
81.24,0.18,0.03,-0.22,0.01,-23.52,168.7,-20.99,2.18,-20.64,158.38,12.03,-11.2
81.33,0.16,0.08,0.02,-0.04,-23.51,168.7,-20.74,1.71,-20.65,158.69,12.02,-11.2
81.43,0.2,-0.12,0.07,-0.03,-23.49,168.72,-20.66,2.43,-20.68,168.31,11.99,-11.16
81.53,0.15,0.24,-0.09,-0.07,-23.48,168.75,-20.96,2.23,-20.72,168.61,11.99,-11.17
