Tiempo,GiroX,GiroY,GiroZ,KalmanGiroY,GiroXAngle,GiroYAngle,Pitch,Roll,KalmanPitch,DMPYaw,DMPPitch,DMPRoll
22.41,0.08,0.05,0.02,0.04,1.78,3.21,0.75,1.9,0.78,103.01,22.92,2.94
22.49,0.02,0.15,0.19,-0.02,1.78,3.22,0.61,1.53,0.76,103.29,22.92,2.95
22.58,0.17,0.4,-0.14,0.14,1.77,3.23,0.66,1.67,0.76,110.81,22.93,2.96
22.66,-0.09,0.08,-0.02,-0.13,1.76,3.24,0.87,1.23,0.76,111.09,22.93,2.95
22.75,-0.13,0.05,0.16,-0.2,1.77,3.24,0.7,1.16,0.72,119.0,22.92,2.95
22.84,0.09,-0.08,0.16,0.02,1.78,3.24,0.37,1.63,0.69,119.28,22.94,2.94
22.93,0.02,0.42,0.02,-0.06,1.78,3.23,0.94,1.45,0.71,127.4,22.97,2.93
23.01,-0.09,0.1,0.18,-0.16,1.77,3.24,0.38,1.53,0.67,127.69,22.98,2.93
23.1,0.04,-0.04,0.11,-0.04,1.76,3.26,0.26,1.22,0.65,136.03,23.0,2.94
23.19,0.08,0.42,0.1,-0.01,1.77,3.3,0.37,1.27,0.63,136.33,23.01,2.94
23.28,0.05,-0.04,0.09,-0.04,1.76,3.3,0.24,1.52,0.6,144.86,22.99,2.9
23.36,0.13,0.03,0.02,0.01,1.77,3.3,0.55,1.57,0.6,145.17,22.99,2.9
23.45,0.03,0.05,0.15,-0.04,1.76,3.31,1.01,1.19,0.66,153.87,22.96,2.92
23.53,-0.03,0.19,0.15,-0.09,1.76,3.32,0.93,1.27,0.67,154.18,22.96,2.92
23.62,-0.07,0.32,0.01,-0.08,1.75,3.34,0.95,1.45,0.71,163.02,22.97,2.9
23.71,0.02,0.13,0.02,0.02,1.75,3.35,0.91,1.66,0.72,163.33,22.98,2.9
23.79,-0.06,0.18,0.13,-0.03,1.75,3.35,0.96,1.63,0.76,171.94,22.98,2.93
23.88,0.04,0.18,-0.04,0.08,1.75,3.36,0.78,0.87,0.77,172.25,22.98,2.94
23.97,0.04,0.09,-0.04,0.04,1.76,3.38,0.81,1.07,0.73,-178.9,22.99,2.97
24.05,-0.06,0.05,-0.02,-0.06,1.76,3.39,0.73,1.28,0.73,-178.58,22.99,2.98
24.14,-0.02,-0.02,0.23,0.03,1.76,3.39,1.17,1.04,0.82,-169.78,23.01,2.95
24.22,0.15,0.09,0.19,0.23,1.78,3.4,0.52,1.38,0.82,-169.48,23.0,2.95
24.31,0.01,0.29,-0.04,0.05,1.78,3.42,0.84,1.46,0.81,-160.81,23.0,2.92
24.4,-0.27,-0.03,0.05,-0.23,1.76,3.42,0.34,1.01,0.76,-160.5,23.0,2.92
24.49,-0.03,0.14,-0.08,-0.03,1.75,3.43,0.64,1.27,0.73,-151.92,22.97,2.92
24.57,-0.01,-0.18,0.0,-0.01,1.75,3.41,0.59,1.75,0.72,-151.62,22.97,2.91
24.66,-0.08,0.24,-0.05,-0.1,1.75,3.41,0.82,1.18,0.72,-143.26,22.91,2.88
24.75,-0.06,0.12,-0.08,-0.07,1.75,3.43,0.79,1.42,0.72,-142.97,22.91,2.88
24.83,0.09,0.3,0.11,0.1,1.75,3.43,0.76,1.25,0.74,-134.81,22.89,2.87
24.92,-0.21,0.21,0.06,-0.2,1.73,3.45,0.53,1.88,0.7,-134.51,22.9,2.87
25.01,0.0,0.31,0.05,0.03,1.73,3.46,0.75,1.18,0.74,-126.6,22.86,2.93
25.09,0.08,-0.08,0.05,0.1,1.74,3.46,0.9,1.73,0.77,-126.33,22.84,2.93
25.18,-0.04,0.03,0.08,0.0,1.74,3.48,0.58,1.48,0.76,-118.81,22.84,2.92
25.26,0.01,0.17,0.11,0.03,1.74,3.5,0.77,1.39,0.76,-118.53,22.85,2.93
25.35,0.11,0.11,0.13,0.15,1.74,3.51,0.79,1.78,0.78,-110.89,22.86,2.94
25.43,-0.11,0.18,-0.01,-0.07,1.73,3.53,0.6,1.25,0.76,-110.63,22.85,2.95
25.52,0.02,-0.05,-0.02,0.04,1.71,3.53,0.86,1.15,0.75,-103.06,22.85,2.97
25.61,-0.12,-0.01,0.11,-0.09,1.7,3.53,0.79,1.18,0.74,-102.79,22.85,2.98
25.7,-0.11,-0.02,-0.15,-0.06,1.71,3.57,0.41,1.14,0.74,-95.28,22.83,3.0
25.78,-0.15,0.11,0.06,-0.12,1.69,3.58,0.42,1.3,0.7,-95.01,22.83,3.0
25.87,0.03,0.08,0.27,0.01,1.7,3.58,0.98,1.03,0.7,-87.47,22.88,2.99
25.95,0.05,0.22,0.11,0.05,1.7,3.6,0.83,1.66,0.72,-87.21,22.87,3.0
26.04,-0.13,0.08,0.24,-0.13,1.7,3.64,0.67,1.38,0.7,-79.85,22.9,2.97
26.12,-0.07,0.09,0.15,-0.07,1.7,3.65,0.59,1.38,0.69,-79.59,22.92,2.97
26.21,-0.11,-0.07,0.29,-0.1,1.69,3.67,0.77,1.52,0.72,-71.86,22.9,2.98
26.3,0.14,0.34,0.09,0.16,1.7,3.7,0.96,1.57,0.75,-71.58,22.9,2.98
26.39,-0.15,0.0,-0.04,-0.1,1.71,3.71,0.73,1.29,0.77,-63.68,22.93,2.97
26.47,-0.02,0.08,0.0,0.02,1.71,3.71,0.65,1.32,0.76,-63.4,22.93,2.97
26.56,0.08,0.21,0.1,0.12,1.71,3.74,0.96,1.45,0.79,-55.4,22.94,2.97
26.64,-0.05,0.08,0.02,-0.01,1.71,3.75,0.76,1.92,0.79,-55.11,22.93,2.97
26.73,-0.02,0.25,0.1,0.04,1.71,3.75,0.76,1.51,0.81,-47.17,22.97,2.96
26.81,0.0,0.05,-0.01,0.06,1.71,3.75,0.48,1.6,0.79,-46.87,22.97,2.96
26.9,-0.02,0.17,0.1,0.01,1.71,3.76,0.83,1.02,0.79,-38.71,22.97,2.94
26.98,0.01,0.01,0.05,0.05,1.71,3.76,0.74,1.21,0.79,-38.41,22.98,2.94
27.07,-0.14,0.2,0.0,-0.11,1.71,3.78,0.67,1.17,0.77,-30.12,22.96,2.97
27.15,0.0,0.08,-0.13,0.02,1.71,3.79,0.79,1.27,0.78,-29.82,22.97,2.97
27.24,0.17,0.02,-0.09,0.16,1.7,3.81,0.76,1.62,0.73,-21.1,22.99,2.95
27.32,-0.17,-0.04,0.13,-0.17,1.69,3.8,0.88,1.28,0.73,-20.78,23.0,2.96
27.41,0.03,0.11,0.06,0.05,1.68,3.82,0.75,1.85,0.75,-11.91,22.97,2.96
27.49,0.04,-0.11,-0.05,0.06,1.68,3.81,0.89,1.43,0.76,-11.59,22.97,2.96
27.58,0.08,0.31,0.23,0.11,1.69,3.82,0.27,1.38,0.73,-3.02,22.98,2.95
27.66,0.05,0.08,0.31,0.05,1.7,3.83,0.66,1.49,0.73,-2.69,22.96,2.95
27.75,0.05,0.01,0.05,0.0,1.69,3.84,0.57,1.24,0.66,5.87,22.91,2.94
27.83,0.04,0.11,-0.03,-0.01,1.69,3.85,1.17,1.43,0.7,6.19,22.9,2.94
27.92,0.01,0.03,-0.02,0.05,1.69,3.86,0.9,1.42,0.8,14.68,22.93,2.96
28.0,-0.09,0.05,0.05,-0.04,1.68,3.87,0.73,1.08,0.79,14.99,22.92,2.96
28.08,0.02,0.0,0.07,0.05,1.68,3.89,0.27,1.36,0.73,23.33,22.94,2.92
28.16,-0.05,0.15,0.0,-0.04,1.68,3.91,0.85,1.24,0.74,23.64,22.94,2.91
28.25,0.05,0.05,0.14,0.07,1.68,3.92,0.79,1.84,0.75,31.77,22.9,2.93
28.33,0.08,0.29,0.05,0.1,1.68,3.95,0.82,1.84,0.77,32.07,22.89,2.93
28.42,0.09,0.08,0.11,0.13,1.68,3.96,1.15,1.27,0.81,40.03,22.92,2.91
28.5,-0.04,-0.01,-0.01,0.02,1.68,3.96,0.77,1.62,0.81,40.31,22.92,2.92
28.59,0.1,0.22,-0.02,0.13,1.66,3.96,0.47,1.82,0.74,48.08,22.93,2.95
28.67,0.05,-0.11,0.15,0.06,1.67,3.95,0.68,1.54,0.74,48.36,22.94,2.95
28.76,0.08,0.02,0.06,0.1,1.66,3.97,0.59,1.03,0.74,55.94,22.96,2.98
28.84,0.05,0.09,0.05,0.06,1.66,3.98,0.8,1.29,0.75,56.22,22.96,2.99
28.92,0.1,0.19,0.24,0.11,1.67,3.99,0.5,1.49,0.74,63.65,22.96,2.97
29.0,0.08,0.15,-0.1,0.08,1.67,4.0,0.6,1.54,0.73,63.93,22.95,2.97
29.09,0.09,-0.05,0.09,0.08,1.67,4.01,0.72,1.33,0.73,71.31,22.95,3.01
29.17,-0.3,0.08,0.12,-0.31,1.65,4.01,0.86,1.76,0.71,71.57,22.94,3.02
29.26,0.02,0.07,-0.08,-0.0,1.65,4.04,0.72,1.14,0.7,78.9,22.97,2.99
29.34,-0.05,0.11,0.1,-0.06,1.65,4.05,0.79,1.63,0.7,79.17,22.98,3.01
29.43,-0.05,0.02,0.16,-0.07,1.66,4.06,0.85,1.23,0.71,86.45,22.92,2.99
29.51,-0.05,0.3,0.04,-0.06,1.66,4.08,0.61,1.28,0.7,86.72,22.92,2.99
29.6,-0.08,0.49,0.17,-0.11,1.66,4.09,0.26,1.77,0.64,94.27,22.94,2.99
29.68,-0.03,0.02,0.12,-0.09,1.65,4.09,0.82,1.48,0.65,94.55,22.94,2.99
29.77,-0.09,0.33,0.12,-0.09,1.66,4.09,0.7,1.41,0.71,101.92,22.94,2.99
29.85,-0.01,0.07,0.02,-0.01,1.66,4.1,0.87,1.28,0.72,102.19,22.93,3.0
29.94,-0.02,0.21,-0.05,-0.0,1.66,4.09,0.57,1.26,0.72,109.97,22.91,3.0
30.03,0.2,0.05,0.14,0.21,1.67,4.1,1.12,1.16,0.77,110.25,22.92,3.01
30.11,0.05,0.05,-0.02,0.04,1.68,4.09,1.51,1.66,0.8,117.88,22.9,2.99
30.19,0.09,0.06,0.11,0.14,1.69,4.1,0.8,1.51,0.81,118.16,22.91,3.0
30.28,-0.01,0.2,0.05,0.03,1.7,4.11,1.08,1.73,0.84,125.95,22.89,3.02
30.36,0.04,0.37,0.22,0.1,1.7,4.14,0.81,1.65,0.84,126.25,22.88,3.01
30.44,-0.1,0.0,0.1,-0.06,1.7,4.15,0.41,1.51,0.79,134.18,22.9,3.0
30.53,-0.11,0.05,0.09,-0.1,1.69,4.15,0.23,1.16,0.73,134.48,22.9,3.0
30.62,-0.02,-0.07,0.12,-0.07,1.7,4.15,1.08,1.2,0.73,142.93,22.93,3.01
30.7,0.09,0.21,0.18,0.06,1.7,4.17,0.59,1.78,0.73,143.24,22.93,3.01
30.79,0.07,0.21,0.02,0.04,1.69,4.2,0.94,1.11,0.73,151.89,22.92,3.0
30.88,-0.01,0.11,-0.07,-0.03,1.69,4.21,0.96,1.54,0.74,152.2,22.92,3.01
30.97,0.16,0.08,0.17,0.18,1.68,4.22,0.73,1.61,0.76,161.05,22.91,3.03
31.05,-0.22,0.1,0.11,-0.21,1.66,4.23,0.79,1.52,0.75,161.36,22.91,3.03
31.14,0.04,-0.05,-0.05,0.05,1.66,4.24,0.79,1.49,0.75,169.94,22.93,3.01
31.22,0.1,0.1,0.08,0.12,1.67,4.25,0.62,1.52,0.75,170.26,22.94,3.01
31.31,0.03,0.08,0.05,0.11,1.69,4.25,0.75,1.53,0.86,179.17,22.89,3.03
31.39,-0.16,0.31,0.09,-0.09,1.68,4.28,0.54,1.38,0.82,179.48,22.89,3.03
31.48,0.06,0.05,-0.04,0.1,1.66,4.29,0.87,1.2,0.81,-171.98,22.89,3.0
31.56,0.03,0.05,-0.02,0.08,1.67,4.3,0.41,1.52,0.78,-171.66,22.88,3.0
31.65,-0.05,0.06,0.04,-0.01,1.65,4.3,0.88,0.8,0.8,-162.87,22.9,3.03
31.73,0.02,0.08,0.23,0.07,1.65,4.31,0.29,1.73,0.76,-162.56,22.89,3.04
31.82,-0.04,0.23,0.04,-0.07,1.65,4.33,0.78,1.59,0.71,-154.0,22.92,3.03
31.91,-0.01,0.21,-0.19,-0.04,1.65,4.35,1.09,1.5,0.73,-153.69,22.92,3.01
32.0,0.02,0.16,0.18,0.02,1.65,4.36,0.31,1.48,0.7,-145.32,22.94,2.99
32.08,0.06,0.14,-0.03,0.03,1.66,4.37,0.42,1.37,0.68,-145.03,22.93,2.99
32.17,0.08,0.09,0.11,0.05,1.66,4.41,0.93,1.4,0.72,-136.86,22.93,3.0
32.26,0.02,0.3,0.04,0.01,1.66,4.43,0.86,1.71,0.74,-136.56,22.93,2.99
32.34,-0.04,0.06,0.08,-0.04,1.67,4.44,0.49,1.08,0.73,-128.89,22.9,2.98
32.43,-0.11,-0.13,0.08,-0.12,1.66,4.43,0.66,1.02,0.71,-128.6,22.91,2.98
32.51,-0.05,-0.11,0.26,-0.07,1.66,4.42,0.82,1.51,0.72,-120.78,22.89,2.99
32.6,0.05,0.25,0.22,0.04,1.66,4.45,0.73,1.34,0.72,-120.5,22.9,2.99
32.69,-0.08,-0.03,0.18,-0.08,1.65,4.47,0.65,1.84,0.72,-112.85,22.95,3.0
32.77,0.02,0.02,0.14,0.01,1.66,4.47,1.09,1.81,0.76,-112.58,22.93,3.0
32.86,-0.02,-0.05,0.25,-0.0,1.66,4.49,0.93,1.22,0.77,-105.01,22.91,2.98
32.95,0.02,0.34,0.05,0.04,1.66,4.52,1.3,1.24,0.82,-104.74,22.89,2.97
33.03,0.08,-0.12,0.18,0.16,1.65,4.53,0.67,1.67,0.82,-97.17,22.86,2.95
33.12,0.04,0.16,0.08,0.1,1.65,4.55,0.76,1.41,0.82,-96.9,22.86,2.96
33.2,0.05,0.21,0.02,0.12,1.64,4.55,0.67,1.35,0.81,-89.6,22.86,2.95
33.28,-0.09,0.22,0.22,-0.03,1.63,4.57,0.67,1.85,0.8,-89.33,22.87,2.96
33.37,-0.1,-0.15,0.11,-0.03,1.63,4.58,0.72,1.58,0.82,-82.02,22.88,2.97
33.46,0.08,0.15,0.07,0.15,1.64,4.6,0.77,1.39,0.83,-81.74,22.87,2.97
33.54,-0.06,0.24,-0.08,0.01,1.64,4.59,0.87,1.28,0.85,-74.32,22.82,2.99
33.62,0.06,0.11,0.08,0.13,1.64,4.6,0.74,1.73,0.85,-74.04,22.83,2.98
33.71,0.12,-0.08,0.14,0.22,1.64,4.6,0.2,1.12,0.84,-66.2,22.83,3.0
33.8,0.05,0.11,-0.14,0.1,1.65,4.61,0.62,1.55,0.83,-65.92,22.83,2.99
33.88,-0.12,0.11,0.0,-0.07,1.64,4.62,0.79,1.39,0.84,-58.19,22.85,2.93
33.96,-0.04,-0.02,0.11,0.01,1.64,4.62,0.77,1.48,0.84,-57.9,22.84,2.93
34.05,0.06,0.31,0.05,0.11,1.65,4.59,0.55,2.98,0.83,-49.75,22.83,2.97
34.14,0.11,0.24,0.11,0.14,1.66,4.61,0.78,1.84,0.84,-49.46,22.83,2.96
34.22,-0.08,0.13,-0.02,-0.09,1.66,4.6,1.07,1.68,0.82,-41.39,22.82,2.99
34.31,0.01,0.03,-0.05,0.02,1.66,4.6,1.03,1.7,0.84,-41.08,22.82,2.98
34.4,-0.01,0.32,0.04,0.01,1.67,4.62,0.49,1.44,0.82,-32.52,22.87,3.01
34.48,-0.04,0.25,0.08,-0.04,1.66,4.64,0.61,1.33,0.8,-32.22,22.88,3.0
34.57,0.13,0.05,0.18,0.12,1.67,4.65,0.79,1.39,0.81,-23.49,22.91,2.97
34.65,0.0,0.09,-0.01,-0.01,1.67,4.65,0.63,1.07,0.79,-23.17,22.91,2.96
34.74,0.1,0.18,0.17,0.08,1.68,4.66,0.8,1.28,0.8,-14.67,22.88,2.97
34.82,-0.1,0.33,0.1,-0.12,1.67,4.69,0.98,1.56,0.81,-14.36,22.88,2.98
34.91,0.09,0.27,-0.09,0.07,1.67,4.69,0.86,1.7,0.79,-5.49,22.9,3.0
34.99,0.18,0.24,0.11,0.16,1.68,4.71,1.1,1.31,0.82,-5.17,22.9,3.0
35.08,-0.07,0.13,-0.02,-0.1,1.68,4.72,0.53,1.27,0.76,3.4,22.91,2.98
35.16,-0.02,0.48,0.09,-0.06,1.68,4.76,0.82,1.17,0.76,3.72,22.9,2.97
35.25,0.19,0.1,0.05,0.14,1.67,4.77,1.03,1.12,0.76,12.22,22.95,2.99
35.33,0.02,-0.13,0.16,-0.01,1.67,4.76,0.48,1.24,0.74,12.54,22.95,2.99
35.41,-0.06,0.21,0.12,-0.12,1.67,4.78,0.37,1.45,0.7,20.9,22.95,2.98
35.5,-0.02,-0.11,0.11,-0.11,1.67,4.77,0.64,1.69,0.68,21.21,22.95,2.97
35.58,0.12,0.01,0.03,0.08,1.68,4.77,0.76,1.27,0.74,29.39,22.91,2.95
35.66,-0.01,0.05,-0.02,-0.05,1.68,4.78,0.53,1.49,0.72,29.68,22.91,2.96
35.75,0.08,0.19,0.08,0.05,1.67,4.79,1.32,1.63,0.79,37.75,22.93,2.97
35.83,-0.15,0.05,0.13,-0.14,1.66,4.79,0.69,1.02,0.77,38.04,22.93,2.98
35.92,0.27,0.15,-0.08,0.26,1.65,4.79,0.58,1.79,0.74,45.8,22.91,2.93
36.0,-0.04,0.21,0.15,-0.05,1.65,4.81,1.08,1.68,0.76,46.08,22.91,2.93
36.09,-0.02,-0.02,0.17,0.03,1.65,4.81,1.02,1.17,0.84,53.68,22.84,2.95
36.17,-0.02,0.08,-0.05,0.04,1.65,4.82,0.86,1.44,0.84,53.96,22.83,2.94
36.25,0.0,-0.05,0.2,0.07,1.65,4.84,0.48,1.52,0.82,61.43,22.78,2.98
36.34,-0.02,0.1,0.05,0.02,1.64,4.84,0.98,1.53,0.84,61.7,22.78,2.98
36.42,-0.08,0.33,0.11,-0.03,1.65,4.87,0.87,1.38,0.84,69.1,22.85,3.01
36.51,-0.01,0.15,0.08,0.04,1.65,4.88,0.96,1.71,0.85,69.37,22.85,3.01
36.59,-0.09,0.22,0.05,-0.06,1.64,4.89,0.42,1.26,0.78,76.67,22.88,3.01
36.67,-0.02,0.03,-0.01,-0.02,1.64,4.89,1.2,1.15,0.82,76.93,22.87,3.01
36.76,0.08,-0.05,0.18,0.11,1.64,4.89,1.07,1.52,0.83,84.21,22.9,3.01
36.84,-0.06,0.15,0.13,-0.02,1.64,4.9,0.88,1.72,0.83,84.47,22.89,3.01
36.93,-0.02,0.16,0.0,0.02,1.63,4.92,0.46,1.43,0.78,91.77,22.93,3.02
37.01,-0.05,0.05,0.13,-0.05,1.63,4.92,0.66,1.35,0.77,92.04,22.94,3.02
37.09,0.06,-0.05,0.19,0.03,1.63,4.94,0.7,1.5,0.73,99.35,22.92,3.02
37.17,0.02,0.07,0.17,-0.02,1.63,4.95,0.72,1.37,0.72,99.64,22.92,3.01
37.26,-0.05,0.22,0.01,-0.07,1.64,4.97,0.76,1.71,0.74,107.1,22.92,3.0
37.35,0.06,-0.08,0.0,0.04,1.64,4.96,0.43,1.43,0.72,107.37,22.92,3.01
37.44,0.07,0.1,-0.05,0.03,1.65,4.99,0.84,1.39,0.73,115.24,22.9,3.01
37.52,0.03,-0.16,-0.14,-0.01,1.65,4.97,1.04,1.53,0.76,115.52,22.9,3.01
37.61,0.0,0.0,0.01,-0.01,1.65,4.98,0.56,1.32,0.74,123.52,22.89,3.04
37.69,0.09,0.16,0.11,0.07,1.65,4.99,0.65,1.37,0.74,123.81,22.88,3.03
37.78,0.08,-0.16,0.02,0.04,1.66,5.01,0.77,1.58,0.74,131.74,22.91,3.03
37.86,-0.01,-0.1,-0.08,-0.04,1.66,5.0,0.43,1.8,0.71,132.04,22.91,3.03
37.95,-0.05,0.04,0.02,-0.09,1.65,5.0,0.21,1.7,0.68,140.49,22.92,3.01
38.03,-0.05,0.22,0.11,-0.12,1.65,5.02,0.82,1.52,0.68,140.79,22.92,3.0
38.13,0.12,-0.06,-0.21,0.04,1.65,5.03,1.07,1.62,0.68,149.39,22.93,2.99
38.21,-0.08,0.02,0.13,-0.13,1.64,5.03,1.07,1.43,0.7,149.71,22.93,2.99
38.3,0.04,0.38,0.29,-0.01,1.65,5.04,0.84,0.98,0.69,158.43,22.95,3.01
38.38,0.11,0.18,0.13,0.08,1.66,5.05,0.67,1.31,0.7,158.74,22.94,3.01
38.47,0.08,0.02,0.11,0.06,1.65,5.08,0.6,1.81,0.7,167.31,22.99,3.04
38.55,0.04,0.02,0.07,0.01,1.65,5.08,0.82,1.63,0.71,167.63,22.99,3.04
38.63,-0.05,0.12,0.03,-0.08,1.65,5.08,0.7,1.38,0.71,176.23,23.0,3.02
38.72,-0.08,0.19,0.01,-0.11,1.65,5.1,0.55,1.43,0.69,176.54,23.02,3.03
38.81,0.16,0.04,0.06,0.16,1.66,5.09,0.58,1.25,0.73,-174.6,23.04,3.01
38.89,0.02,0.08,-0.01,0.01,1.66,5.1,1.18,1.39,0.76,-174.28,23.04,3.01
38.98,-0.08,0.2,-0.08,-0.08,1.66,5.11,0.37,1.61,0.71,-165.5,23.07,2.99
39.07,-0.04,0.11,0.05,-0.07,1.66,5.12,0.63,1.59,0.7,-165.19,23.07,2.98
39.16,-0.05,0.06,0.18,-0.08,1.66,5.12,0.74,1.8,0.7,-156.55,23.09,2.93
39.24,0.05,0.34,0.14,0.02,1.66,5.15,0.53,1.49,0.68,-156.26,23.08,2.93
39.33,-0.08,0.01,-0.05,-0.12,1.66,5.16,0.53,2.16,0.66,-147.78,23.02,2.85
39.42,-0.06,-0.27,0.03,-0.12,1.65,5.14,0.53,1.49,0.64,-147.48,23.03,2.85
39.5,0.07,0.15,0.13,0.04,1.66,5.14,0.59,1.27,0.67,-139.26,22.98,2.83
39.59,0.01,-0.08,-0.01,-0.03,1.66,5.13,0.64,1.7,0.67,-138.97,22.98,2.83
39.68,-0.05,0.08,0.01,-0.08,1.66,5.15,0.73,1.01,0.68,-130.93,22.9,2.84
39.76,-0.09,0.08,0.06,-0.11,1.65,5.16,0.45,1.26,0.65,-130.64,22.89,2.84
39.85,0.03,0.19,0.08,-0.03,1.65,5.17,0.85,1.54,0.64,-122.81,22.86,2.87
39.94,0.13,0.09,0.18,0.08,1.66,5.18,0.68,1.75,0.65,-122.54,22.86,2.87
40.03,-0.05,0.08,-0.1,-0.08,1.67,5.18,0.52,1.58,0.66,-114.83,22.84,2.91
40.11,0.1,0.04,0.24,0.06,1.68,5.19,0.66,1.65,0.67,-114.56,22.84,2.92
40.2,-0.01,0.15,0.0,-0.02,1.67,5.2,0.79,1.41,0.69,-106.95,22.85,2.93
40.28,-0.02,0.28,-0.04,-0.03,1.67,5.22,1.0,1.64,0.71,-106.69,22.85,2.94
40.37,-0.05,0.1,0.13,-0.04,1.66,5.22,0.88,1.51,0.72,-99.18,22.86,2.98
40.46,-0.06,0.06,0.18,-0.04,1.65,5.23,0.58,1.57,0.7,-98.91,22.86,2.98
40.55,0.05,0.08,0.14,0.1,1.66,5.22,1.07,1.88,0.78,-91.4,22.83,3.0
40.63,-0.19,-0.03,0.0,-0.13,1.65,5.22,0.72,0.93,0.77,-91.14,22.82,3.01
40.72,0.11,-0.08,0.03,0.2,1.64,5.25,0.59,1.48,0.79,-83.55,22.85,3.0
40.8,0.03,0.06,-0.07,0.11,1.64,5.25,1.02,1.53,0.81,-83.27,22.85,2.99
40.89,-0.08,-0.02,0.19,0.0,1.64,5.26,0.75,1.45,0.8,-75.63,22.86,2.98
40.98,0.1,0.24,0.05,0.17,1.65,5.27,0.76,1.82,0.81,-75.37,22.86,2.98
41.06,0.19,0.05,-0.02,0.26,1.63,5.29,0.78,1.52,0.79,-67.83,22.85,2.97
41.15,0.02,0.04,0.16,0.09,1.63,5.3,0.94,1.27,0.81,-67.55,22.85,2.97
41.23,0.03,0.3,0.03,0.08,1.64,5.29,0.62,1.78,0.78,-59.86,22.82,2.98
41.31,0.11,0.06,0.03,0.16,1.65,5.29,0.9,1.16,0.8,-59.57,22.83,2.97
41.4,-0.07,0.04,0.09,-0.01,1.65,5.3,0.79,1.68,0.82,-51.7,22.87,2.98
41.48,0.0,0.03,0.12,0.06,1.65,5.3,0.71,1.79,0.81,-51.4,22.86,2.97
41.57,0.12,0.17,0.34,0.16,1.65,5.3,0.62,1.39,0.78,-43.39,22.93,2.98
41.65,-0.11,0.13,0.15,-0.09,1.64,5.31,0.54,1.3,0.76,-43.1,22.93,2.98
41.73,0.05,0.21,0.2,0.05,1.63,5.31,0.61,1.15,0.74,-34.91,22.95,2.99
41.82,-0.07,0.11,0.06,-0.07,1.63,5.32,0.43,1.55,0.71,-34.61,22.95,3.0
41.91,-0.03,0.11,0.11,-0.02,1.63,5.34,1.07,1.34,0.77,-25.88,22.92,2.99
41.99,-0.11,0.29,0.12,-0.08,1.62,5.36,0.67,1.26,0.76,-25.57,22.93,2.99
42.08,0.11,0.11,0.04,0.13,1.62,5.38,1.08,1.61,0.78,-16.75,22.91,3.0
42.16,0.18,0.15,-0.02,0.22,1.64,5.39,0.83,1.48,0.8,-16.43,22.91,3.01
42.25,0.02,0.2,0.15,0.07,1.65,5.4,0.6,1.38,0.81,-7.89,22.91,3.0
42.33,0.08,0.13,0.07,0.11,1.66,5.41,0.8,1.52,0.82,-7.57,22.91,3.0
42.42,0.2,-0.02,-0.08,0.21,1.66,5.44,0.21,1.3,0.76,0.97,22.91,3.02
42.5,-0.02,0.32,-0.01,-0.04,1.65,5.46,0.55,1.57,0.74,1.29,22.9,3.02
42.59,-0.02,0.1,-0.11,-0.06,1.66,5.47,0.71,1.4,0.72,9.77,22.94,3.0
42.67,-0.08,0.04,0.17,-0.12,1.65,5.48,1.05,1.7,0.74,10.09,22.95,2.99
42.75,0.07,0.15,0.17,0.09,1.66,5.49,0.9,1.32,0.8,18.49,22.95,2.99
42.83,-0.23,0.24,0.11,-0.2,1.64,5.51,0.85,1.35,0.79,18.8,22.95,2.99
42.92,0.0,0.0,0.05,0.03,1.62,5.51,0.87,1.66,0.78,27.02,22.95,2.97
43.0,0.04,0.06,0.03,0.07,1.62,5.51,1.19,1.4,0.82,27.32,22.97,2.96
43.09,0.06,0.15,0.0,0.09,1.63,5.53,0.61,1.33,0.78,35.39,22.98,2.99
43.17,0.07,0.09,0.06,0.09,1.64,5.54,0.89,1.15,0.8,35.69,22.99,2.98
43.26,-0.06,0.12,0.08,-0.04,1.65,5.56,0.78,1.1,0.8,43.55,22.97,2.99
43.34,-0.04,0.18,0.16,-0.02,1.64,5.57,0.58,1.09,0.79,43.85,22.97,2.99
43.43,0.12,0.14,0.05,0.12,1.64,5.59,0.76,1.3,0.77,51.54,22.96,2.97
43.51,0.02,0.31,0.07,0.01,1.64,5.61,0.74,1.69,0.77,51.82,22.96,2.98
43.59,0.14,-0.08,0.14,0.1,1.64,5.64,0.67,1.22,0.72,59.36,22.93,2.97
43.68,-0.04,0.21,0.05,-0.08,1.64,5.65,0.67,1.77,0.71,59.63,22.91,2.98
43.76,-0.1,0.08,-0.08,-0.15,1.64,5.66,1.1,1.77,0.72,67.05,22.96,2.99
43.84,-0.12,0.02,0.05,-0.15,1.62,5.66,0.95,1.58,0.73,67.32,22.96,3.0
43.93,0.02,0.0,0.1,-0.03,1.62,5.68,0.69,1.68,0.67,74.91,22.92,2.99
44.02,0.01,0.27,0.01,-0.04,1.62,5.7,0.72,1.75,0.67,75.18,22.91,2.99
44.1,0.01,0.03,0.21,-0.04,1.62,5.71,0.89,1.12,0.69,82.39,22.9,3.0
44.18,-0.05,0.18,-0.09,-0.08,1.62,5.72,0.6,1.41,0.68,82.65,22.9,3.0
44.28,-0.15,0.02,-0.02,-0.17,1.6,5.74,0.32,1.34,0.65,90.21,22.93,3.0
44.36,-0.11,0.18,0.17,-0.15,1.59,5.75,0.5,1.52,0.63,90.48,22.93,3.0
