Tiempo,GiroX,GiroY,GiroZ,KalmanGiroX,GiroXAngle,GiroYAngle,Roll,Pitch,KalmanRoll
79.19,-179.75,-2.82,-0.96,-179.91,104.71,-53.39,97.44,13.73,93.21
79.27,-191.53,-1.15,-1.3,-191.3,90.23,-53.48,81.07,5.02,79.03
79.34,-172.66,-1.7,-1.42,-172.23,77.57,-53.6,67.88,5.06,66.57
79.42,-174.27,-1.9,-1.91,-173.73,64.78,-53.74,53.72,2.74,53.81
79.49,-174.19,-1.79,-1.28,-173.65,51.99,-53.88,40.04,2.25,40.95
79.56,-174.03,-1.85,-1.6,-173.58,39.23,-54.01,26.04,1.42,27.96
79.64,-176.73,-1.56,-1.49,-176.45,26.26,-54.13,11.69,1.79,14.62
79.71,-174.05,-1.76,-1.37,-174.04,13.49,-54.25,-4.86,1.68,1.07
79.78,-187.24,-1.95,-2.16,-187.78,-0.03,-54.4,-16.57,1.58,-12.96
79.86,-178.75,-2.06,-1.05,-179.61,-13.51,-54.55,-28.16,2.48,-26.7
79.93,-185.2,-3.72,0.69,-186.19,-27.68,-54.84,-42.64,2.38,-41.15
80.01,-174.08,-0.64,-1.89,-175.22,-40.82,-54.88,-58.57,2.89,-54.86
80.09,-169.41,-1.99,-1.18,-170.89,-53.78,-55.04,-71.9,6.13,-68.4
80.16,-169.69,-1.86,-1.18,-171.49,-66.77,-55.18,-86.57,31.67,-82.11
80.24,-176.82,-2.6,-1.34,-179.03,-80.49,-55.38,-95.23,13.43,-95.92
80.32,-176.37,-1.85,-0.82,-178.52,-94.18,-55.52,-113.53,3.74,-110.22
80.4,-179.32,-2.43,-1.25,-181.77,-108.3,-55.71,-127.33,4.62,-124.86
80.48,-176.24,-1.74,-0.9,-178.92,-122.36,-55.85,-138.09,2.36,-139.01
80.56,-179.78,-1.82,-0.98,-182.38,-136.71,-56.0,-149.51,2.06,-153.08
80.64,-180.93,-2.27,-1.12,-183.19,-151.14,-56.18,-167.68,1.97,-167.69
80.72,-176.49,-2.26,-2.59,-178.75,-165.23,-56.36,-178.37,1.37,-181.53
80.8,-186.15,-2.27,-0.51,-188.11,179.91,-56.54,165.98,1.59,163.76
80.87,-185.25,-1.56,-2.02,-187.0,165.7,-56.66,152.03,1.84,149.73
80.95,-182.98,-1.4,-1.32,-184.52,151.68,-56.77,145.2,2.19,136.75
81.03,-179.81,-1.81,-1.15,-180.54,137.9,-56.91,129.54,2.55,123.7
81.1,-174.21,-1.83,-0.79,-174.4,124.54,-57.05,115.0,3.02,110.89
81.18,-172.98,-2.95,-0.78,-172.78,111.29,-57.27,100.46,8.11,97.99
81.25,-177.05,-0.61,-1.04,-176.62,97.91,-57.32,86.0,21.09,84.81
81.33,-173.79,-1.41,-1.15,-173.24,84.97,-57.42,74.17,6.89,72.17
81.4,-177.24,-1.56,-1.27,-176.51,71.96,-57.54,60.24,1.76,59.34
81.48,-175.42,-0.94,-0.83,-174.61,59.09,-57.61,44.97,2.61,46.34
81.55,-186.79,-1.69,-1.67,-186.1,45.39,-57.73,29.54,1.28,32.32
81.62,-181.51,-1.61,-0.95,-181.08,32.07,-57.85,19.85,1.59,19.13
81.7,-187.98,-1.92,0.12,-187.48,18.28,-57.99,6.46,1.3,5.5
81.77,-173.01,-1.82,-1.3,-172.42,6.14,-58.12,-9.56,2.05,-6.94
81.84,-169.51,-1.89,-1.09,-169.17,-6.1,-58.25,-24.7,1.98,-19.79
81.91,-171.63,-1.54,-1.75,-171.73,-19.04,-58.37,-37.23,2.23,-33.26
81.99,-168.71,-1.44,-1.9,-169.17,-31.95,-58.48,-53.41,3.33,-47.05
82.07,-179.07,-1.41,-1.44,-180.11,-45.66,-58.59,-63.72,5.38,-61.17
82.14,-182.92,-2.82,-1.1,-184.2,-59.65,-58.81,-78.51,9.2,-75.64
82.22,-178.94,-0.15,-1.59,-180.48,-73.35,-58.82,-92.68,31.69,-89.84
82.3,-188.48,-4.95,-1.81,-190.29,-87.98,-59.2,-104.22,8.6,-104.56
82.38,-176.76,-1.98,-0.92,-178.53,-101.9,-59.36,-118.02,4.59,-118.55
82.46,-180.78,-1.75,-1.05,-182.51,-116.32,-59.5,-133.27,3.99,-133.13
82.54,-179.43,-1.92,-0.76,-181.17,-130.64,-59.65,-148.44,1.08,-147.69
82.62,-165.76,-1.52,-0.27,-167.57,-143.87,-59.77,-162.38,1.75,-161.22
82.7,-168.46,-1.81,-0.78,-170.38,-157.32,-59.92,-174.76,2.34,-174.81
82.78,-174.11,-2.27,0.3,-176.03,-171.21,-60.1,172.15,1.58,171.26
82.85,-172.59,-2.01,-1.32,-174.42,175.55,-60.25,159.31,1.2,158.06
82.93,-178.27,-0.54,-2.76,-179.99,161.89,-60.29,147.14,1.62,144.61
83.01,-180.76,-1.24,-1.54,-182.23,148.03,-60.39,130.54,2.78,130.62
83.08,-178.86,-0.71,-1.71,-180.34,134.32,-60.44,122.61,1.16,117.5
83.16,-181.85,-1.17,-1.41,-182.85,120.38,-60.53,109.03,7.4,104.14
83.24,-176.5,-1.05,-1.1,-177.05,106.85,-60.61,96.33,11.73,91.26
83.31,-189.51,-2.56,-0.95,-189.58,92.53,-60.81,78.48,8.44,77.12
83.39,-178.33,-1.93,-1.32,-178.27,79.44,-60.95,70.07,5.41,64.75
83.46,-180.87,-2.28,-1.37,-180.32,66.17,-61.12,52.33,2.36,51.61
83.53,-174.69,-2.27,-1.87,-174.07,53.35,-61.28,39.16,3.41,38.87
83.61,-171.23,-1.79,-1.17,-170.58,40.79,-61.41,25.52,1.04,26.26
83.68,-172.47,-1.91,-1.14,-171.89,28.13,-61.55,10.89,1.1,13.33
83.75,-170.11,-2.24,-1.81,-169.75,15.65,-61.72,-1.3,1.35,0.62
83.82,-182.22,-2.27,-1.05,-182.04,2.48,-61.88,-16.2,2.22,-12.96
83.9,-182.73,-1.5,-2.09,-182.85,-11.11,-61.99,-30.82,0.71,-27.06
83.98,-181.56,-2.23,-1.23,-182.03,-25.0,-62.16,-51.61,4.27,-42.22
84.05,-188.32,-2.11,-1.5,-189.64,-39.42,-62.33,-58.39,3.89,-56.93
84.13,-176.85,-2.27,-1.54,-178.3,-52.95,-62.5,-72.29,6.51,-70.77
84.21,-176.62,-0.92,-0.96,-178.21,-66.47,-62.57,-89.7,44.63,-85.04
84.28,-172.43,-2.94,-1.12,-174.45,-79.85,-62.8,-101.49,6.1,-98.92
84.36,-172.4,-1.78,-1.05,-174.66,-93.24,-62.94,-115.05,6.05,-112.79
84.44,-176.05,-1.75,-0.76,-178.52,-107.09,-63.07,-128.5,2.35,-127.03
84.52,-181.47,-2.47,-1.53,-184.08,-121.57,-63.27,-143.76,2.66,-141.96
84.6,-176.05,-2.37,-1.64,-178.84,-135.62,-63.46,-157.47,1.84,-156.38
84.68,-176.75,-1.47,-0.36,-179.63,-149.72,-63.58,-167.91,1.82,-170.38
84.76,-173.0,-1.72,0.08,-175.65,-163.53,-63.71,175.76,1.01,175.62
84.84,-183.53,-2.07,-1.12,-186.17,-177.6,-63.87,166.03,1.14,161.91
84.91,-186.5,-1.14,-1.83,-188.75,167.91,-63.96,152.94,1.66,147.93
84.99,-179.77,-0.5,-2.22,-181.55,154.12,-64.0,137.46,1.82,134.43
85.07,-190.66,-0.5,-1.85,-192.15,139.51,-64.04,132.6,2.87,121.24
85.14,-182.71,-2.77,-1.02,-183.13,125.51,-64.25,112.01,7.08,107.78
85.22,-189.15,-0.57,-1.21,-189.17,111.01,-64.29,105.8,2.73,94.78
85.3,-173.21,-3.28,-0.92,-172.2,97.92,-64.54,84.31,8.65,82.07
85.37,-171.03,-0.82,-1.14,-169.82,85.37,-64.6,70.96,3.71,69.77
85.44,-175.26,-1.51,-1.16,-173.93,72.51,-64.71,58.41,4.34,57.17
85.52,-172.55,-1.84,-1.37,-171.11,59.85,-64.85,42.57,2.59,44.37
85.59,-184.02,-2.07,-1.69,-182.74,46.35,-65.0,31.21,1.59,30.99
85.66,-186.98,-1.63,-0.48,-185.68,32.63,-65.12,17.38,1.16,17.37
85.74,-184.12,-1.83,-2.02,-182.83,19.12,-65.25,-4.7,1.47,2.95
85.81,-183.95,-1.8,-2.13,-183.35,5.83,-65.38,-10.91,1.29,-10.37
85.88,-169.89,-1.69,-1.85,-169.34,-6.81,-65.51,-24.03,2.05,-23.09
85.96,-169.47,-2.08,-1.08,-169.01,-19.59,-65.67,-41.49,3.0,-36.5
86.03,-176.06,-2.4,-1.06,-176.06,-33.06,-65.85,-51.11,2.79,-50.1
86.11,-173.02,-2.0,-1.21,-173.11,-46.29,-66.0,-70.35,5.18,-64.16
86.19,-177.6,-1.52,-1.66,-178.26,-59.89,-66.12,-82.21,13.12,-78.32
86.27,-172.54,-2.72,-0.89,-173.56,-73.28,-66.33,-97.39,14.23,-92.46
86.34,-182.92,-1.48,-1.17,-184.39,-87.49,-66.44,-109.3,5.15,-107.07
86.42,-183.51,-2.17,-1.11,-185.2,-101.93,-66.62,-122.41,4.02,-121.74
86.5,-177.18,-1.67,-0.6,-178.93,-116.07,-66.75,-136.48,2.9,-136.07
86.58,-188.28,-3.66,-3.02,-190.07,-131.09,-67.04,-150.67,2.2,-151.17
86.66,-182.59,-2.31,-1.15,-184.33,-145.66,-67.23,-166.22,1.8,-165.92
86.74,-182.66,-2.37,-3.13,-184.42,-160.24,-67.41,-178.82,1.27,-180.42
86.82,-193.14,-1.95,-0.63,-194.75,-175.66,-67.57,166.15,1.71,164.29
86.9,-165.76,-1.89,-0.79,-167.2,171.46,-67.72,156.96,1.19,151.98
86.98,-172.18,-1.17,-1.82,-173.14,158.26,-67.81,147.25,2.54,139.74
87.05,-174.56,-1.64,-1.03,-174.82,144.88,-67.93,130.81,3.07,126.87
87.13,-171.82,-2.51,-0.76,-171.71,131.72,-68.13,118.4,2.94,114.28
87.21,-174.57,-2.38,-0.76,-174.07,118.34,-68.31,103.97,-0.45,101.3
87.28,-182.07,-2.44,-0.72,-181.32,104.19,-68.5,91.42,21.01,87.71
87.36,-181.3,-1.27,-1.17,-180.2,90.49,-68.59,75.79,3.22,74.3
87.43,-185.51,-0.71,-0.68,-184.27,76.87,-68.65,59.19,3.15,60.59
87.51,-179.33,-1.23,-1.44,-178.22,63.71,-68.74,45.53,2.82,47.27
87.58,-193.23,-1.89,-1.61,-192.28,49.53,-68.87,37.09,1.99,33.62
87.65,-167.5,-1.95,-1.44,-166.24,37.24,-69.02,21.2,2.23,21.4
87.73,-168.01,-1.63,-1.24,-166.76,24.92,-69.14,5.6,1.55,8.75
87.8,-179.11,-1.9,-1.25,-178.16,12.17,-69.27,-9.18,1.83,-4.54
87.87,-175.12,-1.6,-1.84,-174.59,-0.67,-69.39,-21.76,1.56,-17.85
87.95,-176.56,-2.38,-1.21,-176.39,-13.99,-69.57,-35.88,2.46,-31.71
88.02,-173.15,-3.38,-0.44,-173.35,-27.24,-69.83,-49.28,2.4,-45.47
88.1,-183.0,-1.21,-1.94,-183.55,-41.24,-69.92,-66.48,5.18,-60.33
88.18,-182.76,-1.27,-1.44,-183.87,-55.22,-70.02,-77.5,9.32,-74.76
88.25,-182.25,-2.69,-0.96,-183.62,-69.17,-70.22,-96.74,20.54,-89.75
88.33,-190.4,-1.63,-1.52,-192.42,-83.96,-70.35,-103.88,9.94,-104.59
88.41,-165.4,-1.73,-0.79,-167.35,-96.98,-70.49,-119.16,3.62,-117.93
88.49,-166.81,-2.06,-0.77,-168.87,-110.11,-70.65,-132.56,3.42,-131.38
88.57,-172.54,-1.47,-0.41,-174.72,-123.87,-70.77,-145.41,2.14,-145.33
88.65,-168.24,-2.4,-1.39,-170.42,-137.3,-70.96,-158.91,1.23,-158.93
88.73,-169.65,-1.78,-0.55,-171.83,-150.84,-71.1,-172.21,1.76,-172.59
88.81,-177.41,-2.05,-1.49,-179.55,-165.0,-71.26,171.92,1.86,172.94
88.88,-176.52,-1.59,-0.83,-178.76,-178.72,-71.39,162.05,1.61,159.41
88.96,-182.34,-2.76,-0.67,-184.32,167.11,-71.6,155.06,2.03,146.28
89.04,-181.15,-1.39,-1.39,-182.31,153.23,-71.71,137.51,2.75,132.94
89.12,-182.9,-2.97,-0.63,-183.63,139.21,-71.94,124.74,2.76,119.57
89.19,-186.01,-2.37,-0.85,-186.25,124.95,-72.12,107.31,2.86,105.53
89.27,-177.96,-3.2,-0.85,-178.04,111.31,-72.36,94.56,19.9,92.21
89.34,-193.12,-0.96,-1.32,-192.98,96.72,-72.43,83.54,8.73,78.33
89.42,-167.74,-1.97,-1.46,-167.11,84.41,-72.58,66.21,4.5,66.08
89.49,-167.61,-1.08,-1.11,-166.96,72.11,-72.66,54.48,3.03,53.91
89.57,-175.98,-1.24,-1.08,-175.28,59.19,-72.75,38.33,1.41,40.73
89.64,-175.44,-2.24,-1.61,-174.96,46.32,-72.91,26.42,1.72,27.72
89.71,-180.33,-2.11,-1.51,-179.97,33.09,-73.07,14.57,1.06,14.52
89.79,-175.0,-2.15,-0.75,-174.64,20.25,-73.23,2.92,1.35,1.85
89.86,-186.88,-2.1,-1.5,-186.42,6.94,-73.38,-17.1,1.6,-12.08
89.93,-180.64,-2.61,-0.51,-180.64,-6.49,-73.57,-26.87,1.4,-25.68
90.01,-185.04,-3.73,0.79,-185.14,-20.45,-73.85,-43.31,1.73,-40.07
90.08,-173.68,-0.73,-1.85,-174.08,-33.55,-73.91,-58.63,3.47,-53.83
90.16,-168.63,-2.13,-1.2,-169.47,-46.46,-74.07,-73.95,5.61,-67.64
90.24,-169.21,-1.86,-1.15,-170.63,-59.41,-74.21,-86.47,26.49,-81.37
90.31,-172.79,-2.12,-1.08,-174.68,-72.82,-74.38,-97.03,14.42,-95.18
90.39,-175.69,-1.9,-1.06,-177.75,-86.46,-74.53,-114.06,5.22,-109.58
90.47,-176.46,-2.24,-1.24,-178.94,-100.35,-74.7,-127.33,3.27,-124.09
90.55,-173.1,-1.69,-0.58,-175.88,-114.16,-74.84,-141.86,3.65,-138.57
90.63,-181.6,-2.02,-1.16,-184.68,-128.65,-75.0,-150.79,1.77,-153.01
90.71,-183.45,-1.92,-0.56,-186.33,-143.29,-75.15,-168.96,1.66,-168.01
90.79,-175.51,-1.66,-0.11,-178.48,-157.3,-75.28,-176.53,1.88,-181.57
90.87,-188.54,-2.16,-0.21,-191.03,-172.35,-75.46,164.54,1.28,163.35
90.95,-190.08,-2.64,0.61,-192.46,172.87,-75.66,156.83,1.68,149.41
91.02,-166.98,-2.37,0.61,-168.65,160.25,-75.84,140.31,1.52,137.1
91.1,-182.92,-3.15,-0.05,-184.29,146.43,-76.08,127.64,2.45,123.7
91.17,-170.18,-2.5,-0.4,-171.18,133.39,-76.27,111.72,3.8,110.72
91.25,-168.15,-1.8,-1.05,-169.06,120.5,-76.41,99.95,9.72,98.02
91.33,-178.43,-0.85,-1.19,-179.16,107.21,-76.47,85.89,12.3,84.83
91.4,-176.28,-1.63,-0.91,-176.91,93.89,-76.6,73.84,5.66,71.74
91.47,-182.65,-3.14,-2.17,-183.08,80.48,-76.83,60.2,0.84,58.53
91.55,-175.37,-2.33,-2.07,-175.65,67.62,-77.0,44.86,1.89,45.55
91.62,-186.34,-1.27,-1.63,-186.69,53.95,-77.09,26.33,2.53,31.21
91.69,-182.68,-1.89,-0.96,-183.47,40.55,-77.23,19.05,1.25,17.9
91.77,-185.85,-1.6,-0.29,-186.54,26.91,-77.35,2.63,1.87,4.03
91.84,-171.89,-1.74,-1.81,-172.71,14.67,-77.47,-10.52,0.76,-8.53
91.91,-168.95,-1.66,-1.44,-169.95,2.1,-77.59,-24.72,2.41,-21.58
91.99,-171.68,-2.25,-1.08,-172.96,-10.66,-77.76,-39.35,1.92,-35.02
92.06,-170.16,-0.56,-2.16,-171.84,-23.68,-77.8,-54.39,3.68,-48.89
92.14,-177.58,-2.97,-0.9,-179.76,-37.27,-78.03,-63.85,4.64,-62.78
92.22,-180.93,-2.58,-0.86,-183.21,-51.11,-78.23,-81.2,14.15,-77.32
92.3,-177.45,-2.3,-1.11,-180.09,-64.89,-78.41,-90.34,44.59,-91.19
92.37,-187.0,-3.75,-1.21,-189.56,-79.41,-78.7,-110.51,6.03,-106.45
92.45,-186.2,-1.91,-1.1,-189.14,-94.07,-78.85,-121.81,3.55,-121.39
92.53,-183.22,-2.55,-1.85,-186.2,-108.49,-79.05,-131.04,3.2,-135.45
92.61,-192.28,-1.66,-1.14,-194.85,-123.83,-79.18,-148.95,2.87,-150.75
92.69,-169.05,-1.56,-0.03,-171.45,-137.32,-79.31,-161.75,2.24,-164.12
92.77,-180.34,-2.17,0.58,-182.51,-151.72,-79.48,-177.51,1.82,-178.54
92.85,-173.12,-1.97,-0.5,-175.19,-165.35,-79.64,173.69,0.82,168.39
92.93,-170.83,-1.86,-1.0,-172.4,-178.63,-79.78,158.54,1.36,155.41
93.0,-176.74,-2.3,-0.4,-178.02,167.64,-79.96,141.26,0.47,141.54
93.08,-178.68,-2.27,-0.28,-179.98,153.94,-80.13,131.37,3.04,128.18
93.16,-176.63,-0.92,-1.18,-177.63,140.41,-80.2,117.42,1.66,114.91
93.23,-179.29,-1.33,-1.24,-180.06,126.66,-80.31,105.91,5.43,101.68
93.31,-173.31,-1.04,-1.49,-173.68,113.38,-80.38,91.01,38.33,88.68
93.39,-187.51,-2.85,-1.08,-187.66,99.21,-80.6,76.93,4.48,74.79
93.46,-187.77,-2.56,-1.31,-187.72,85.43,-80.79,67.13,2.65,61.74
93.53,-177.7,-2.54,-1.91,-177.15,72.39,-80.97,51.19,1.89,49.03
93.61,-173.2,-1.76,-1.12,-172.45,59.68,-81.1,38.33,1.18,36.61
93.68,-169.2,-1.69,-1.1,-168.29,47.26,-81.23,22.32,2.84,24.03
93.75,-172.09,-1.67,-1.85,-171.34,34.64,-81.35,7.61,2.36,11.01
93.83,-179.05,-2.02,-1.9,-178.62,21.69,-81.5,-1.4,1.49,-1.84
93.9,-181.27,-2.4,-0.72,-180.8,8.41,-81.67,-17.12,1.84,-15.33
93.97,-181.56,-2.21,-1.51,-181.25,-5.1,-81.84,-31.6,2.01,-29.14
94.05,-178.34,-0.76,-2.34,-178.25,-18.55,-81.89,-47.37,2.42,-43.14
94.13,-189.98,-3.38,-0.38,-190.28,-33.09,-82.15,-59.01,4.27,-57.85
94.2,-178.26,-2.63,-1.19,-178.66,-46.73,-82.35,-75.63,7.86,-72.0
94.28,-188.71,-1.5,-1.6,-189.45,-61.17,-82.47,-83.44,9.28,-86.14
94.36,-175.89,-1.79,-1.35,-176.37,-74.63,-82.6,-104.61,13.17,-100.23
94.44,-169.15,-1.85,-0.9,-170.04,-88.13,-82.75,-116.38,4.36,-114.1
94.51,-171.5,-2.06,-1.02,-172.6,-101.63,-82.91,-129.39,3.26,-127.89
94.59,-176.4,-2.37,-2.06,-177.65,-115.7,-83.1,-140.2,1.5,-141.84
94.67,-174.25,-1.37,-0.2,-175.34,-129.61,-83.21,-156.56,2.21,-155.92
94.75,-175.53,-2.15,-1.75,-176.69,-143.62,-83.38,-170.34,2.08,-170.06
94.83,-180.3,-2.11,0.15,-181.48,-158.01,-83.55,176.65,1.42,175.6
94.91,-182.37,-1.8,-1.76,-183.45,-172.0,-83.69,163.32,1.57,161.74
94.99,-185.78,-0.79,-2.63,-186.71,173.56,-83.75,142.87,1.83,146.71
95.06,-175.69,-1.24,-1.87,-176.98,160.1,-83.85,132.75,2.86,133.09
95.14,-187.31,0.89,-3.02,-188.64,145.74,-83.78,122.01,1.72,119.04
95.22,-181.08,-0.46,-1.69,-182.13,132.06,-83.81,113.83,4.31,106.3
95.29,-185.58,-0.98,-1.47,-185.92,117.83,-83.89,95.4,11.28,92.45
95.37,-179.37,-2.2,-1.1,-179.43,104.28,-84.05,84.82,13.83,79.6
95.44,-167.27,-0.34,-1.02,-166.85,91.64,-84.08,70.39,1.68,67.4
95.52,-171.35,-2.15,-1.33,-170.65,79.07,-84.24,55.65,1.97,54.96
95.59,-180.79,-2.73,-1.47,-180.02,65.8,-84.44,43.95,0.73,42.01
95.67,-181.34,-1.5,-0.88,-180.39,52.5,-84.55,28.51,0.41,28.75
95.74,-185.98,-1.23,-1.17,-185.06,38.85,-84.64,10.37,1.71,14.61
95.81,-180.36,-1.69,-2.12,-179.83,25.62,-84.76,-4.46,2.21,0.73
95.88,-193.03,-2.02,-1.88,-192.97,11.68,-84.91,-14.07,1.83,-13.31
95.96,-169.54,-1.3,-1.6,-169.55,-1.12,-85.0,-28.4,2.11,-26.38
96.04,-186.85,-1.92,-2.12,-187.05,-15.22,-85.15,-41.57,3.05,-40.61
96.11,-172.87,-2.38,-0.92,-173.16,-28.44,-85.33,-57.42,3.49,-54.27
96.19,-169.51,-1.66,-1.37,-170.09,-41.41,-85.46,-69.43,6.53,-67.54
96.26,-173.6,-2.3,-1.06,-174.34,-54.7,-85.63,-82.81,15.41,-81.11
96.34,-172.05,-0.78,-1.06,-172.95,-68.05,-85.7,-97.85,13.4,-94.93
96.42,-179.59,-2.56,-1.05,-180.77,-81.99,-85.89,-111.97,7.11,-109.32
96.5,-181.66,-2.11,-0.87,-183.08,-96.29,-86.06,-124.7,2.58,-123.84
96.58,-176.49,-1.95,-0.81,-177.99,-110.18,-86.21,-137.05,3.31,-137.75
96.66,-186.17,-1.12,0.15,-187.61,-125.04,-86.3,-152.48,2.22,-152.69
96.74,-188.56,-1.85,-2.31,-189.98,-139.89,-86.45,-163.05,2.34,-167.1
96.82,-181.24,-2.11,-1.26,-182.28,-154.35,-86.62,176.73,1.75,178.15
96.89,-193.49,-2.02,-1.84,-194.66,-169.39,-86.77,168.81,2.28,163.72
96.97,-165.1,-1.88,-0.84,-165.79,177.78,-86.92,155.41,0.71,151.39
97.05,-169.35,-0.69,-1.94,-169.66,164.8,-86.97,140.33,1.43,138.62
97.13,-174.0,-1.69,-1.23,-174.15,151.46,-87.1,129.7,2.19,125.8
97.2,-167.92,-1.31,-1.2,-167.71,138.59,-87.2,117.76,2.52,113.52
97.28,-169.93,-0.89,-1.26,-169.32,125.57,-87.27,102.79,9.45,100.81
97.36,-178.21,-1.37,-1.37,-177.41,111.91,-87.38,90.41,44.12,87.59
97.43,-176.69,-2.18,-1.01,-175.62,98.56,-87.54,75.03,3.61,74.41
97.5,-179.52,-1.93,-1.13,-178.4,85.39,-87.68,60.79,1.35,61.25
97.58,-178.17,-1.22,-0.56,-177.09,72.31,-87.77,49.48,1.6,48.4
97.65,-189.48,-1.48,-0.77,-188.3,58.41,-87.88,32.94,2.42,34.39
97.72,-182.13,-2.04,-1.73,-181.09,45.05,-88.03,18.34,2.87,20.78
97.8,-189.53,-1.99,-0.69,-188.71,31.14,-88.18,8.43,0.93,7.11
97.87,-175.21,-2.02,-1.17,-174.27,18.67,-88.32,-8.83,2.26,-5.7
97.94,-171.88,-1.92,-1.05,-171.22,6.07,-88.46,-22.33,1.72,-18.73
98.02,-173.11,-1.92,-1.35,-172.78,-6.81,-88.6,-37.24,1.55,-32.24
98.09,-170.69,-1.76,-1.58,-170.82,-19.68,-88.74,-53.34,3.24,-46.07
98.17,-181.35,-0.98,-1.81,-182.14,-33.56,-88.81,-64.67,5.27,-60.55
98.25,-184.6,-1.7,-1.66,-185.77,-47.68,-88.94,-76.72,9.61,-75.0
98.32,-181.82,-0.18,-1.6,-183.15,-61.6,-88.96,-94.44,22.27,-89.65
98.4,-189.9,-4.0,-1.9,-191.67,-76.34,-89.27,-102.01,7.65,-104.23
98.48,-172.78,-1.62,-0.66,-174.34,-89.94,-89.39,-119.55,2.08,-118.15
98.56,-168.68,-1.77,-0.79,-170.37,-103.22,-89.53,-134.9,3.93,-131.95
98.64,-173.25,-1.66,-0.72,-175.22,-117.04,-89.67,-145.76,1.81,-145.91
98.72,-167.24,-1.98,-0.23,-169.2,-130.39,-89.83,-162.47,2.05,-159.78
98.8,-167.99,-1.73,-0.72,-170.2,-143.8,-89.96,-171.91,2.09,-173.19
98.88,-175.59,-2.07,0.24,-177.68,-157.81,-90.13,170.78,1.62,172.41
98.95,-174.21,-1.78,-1.25,-176.46,-171.17,-90.26,160.69,1.34,159.1
99.03,-179.24,-0.24,-2.92,-181.33,174.9,-90.28,148.1,1.68,145.37
99.11,-180.53,-1.02,-1.8,-182.37,161.06,-90.36,131.31,2.6,131.38
99.18,-180.35,-0.83,-1.76,-182.19,147.24,-90.43,124.21,3.69,118.23
99.26,-183.13,-2.24,-1.04,-184.41,133.2,-90.6,108.75,3.63,104.65
99.34,-175.46,-1.82,-1.12,-176.35,119.75,-90.74,96.52,13.18,91.78
99.41,-191.4,-1.11,-1.28,-191.86,105.29,-90.82,78.34,7.61,77.41
99.49,-168.92,-2.22,-1.6,-169.29,92.7,-90.99,65.52,3.79,64.88
99.56,-168.28,-1.2,-1.08,-168.59,80.36,-91.07,51.87,2.59,52.44
99.63,-173.52,-1.65,-0.97,-173.88,67.63,-91.19,38.81,2.08,39.58
99.71,-172.28,-1.47,-0.96,-172.71,54.99,-91.3,25.24,1.84,26.71
99.78,-176.62,-1.75,-0.82,-177.18,42.03,-91.43,9.52,1.38,13.22
99.85,-172.96,-1.63,-0.89,-173.87,29.53,-91.55,-6.76,1.8,-0.21
99.93,-182.67,-2.06,-1.5,-184.17,16.14,-91.7,-17.78,1.38,-14.18
100.0,-182.5,-1.44,-1.97,-184.33,2.36,-91.81,-32.52,2.81,-28.61
100.08,-179.98,-1.54,-2.36,-182.17,-11.22,-91.92,-49.33,2.68,-43.17
100.16,-191.57,-2.71,-1.42,-194.33,-26.09,-92.13,-57.98,3.36,-58.22
100.23,-175.01,-2.13,-1.08,-177.74,-39.67,-92.3,-73.06,6.63,-72.14
100.31,-186.42,-0.31,-1.62,-189.24,-54.14,-92.32,-89.81,44.88,-87.18
100.39,-175.6,-2.23,-1.27,-178.66,-67.96,-92.5,-104.53,7.67,-101.63
100.47,-169.05,-1.91,-0.8,-172.38,-81.46,-92.65,-116.66,3.4,-115.54
100.55,-170.48,-1.82,-1.06,-173.92,-95.06,-92.8,-130.08,4.06,-129.5
100.63,-175.97,-3.03,-2.24,-179.46,-109.1,-93.04,-143.42,3.56,-143.77
100.71,-174.28,-1.69,-0.62,-177.74,-123.2,-93.18,-156.19,2.35,-157.91
100.79,-175.66,-2.0,-1.53,-178.95,-137.41,-93.34,-172.17,1.63,-172.36
100.87,-181.73,-2.04,-0.15,-185.0,-152.11,-93.5,176.97,0.4,173.19
100.95,-179.4,-1.96,-0.47,-182.32,-166.25,-93.66,161.33,2.35,159.13
101.03,-184.79,-3.37,1.38,-187.5,179.19,-93.92,150.18,1.08,145.07
101.11,-181.25,-2.73,-0.01,-183.47,165.29,-94.13,136.07,1.76,131.61
101.18,-185.0,-3.69,0.19,-186.8,150.91,-94.42,121.57,1.68,117.63
101.26,-187.87,-2.44,-0.82,-189.29,136.5,-94.61,106.67,3.07,103.54
101.34,-181.24,-3.5,-0.76,-182.36,122.42,-94.88,94.37,20.5,89.97
101.42,-194.08,-1.31,-1.18,-194.8,107.54,-94.98,81.98,8.4,75.87
101.49,-167.24,-1.98,-1.32,-167.38,94.9,-95.13,65.08,2.7,63.45
101.57,-167.79,-1.17,-0.92,-167.77,82.41,-95.22,53.35,2.61,51.24
101.64,-176.26,-1.46,-1.53,-176.05,69.29,-95.32,37.45,2.57,38.05
101.71,-174.69,-2.31,-1.44,-174.53,56.28,-95.5,26.84,1.15,25.26
101.79,-178.62,-1.78,-0.72,-178.32,42.97,-95.63,12.07,1.01,11.99
101.86,-173.5,-1.64,-0.34,-173.19,30.05,-95.75,-4.1,1.76,-1.28
101.94,-183.44,-2.28,-1.54,-183.39,16.41,-95.92,-17.69,2.0,-15.24
102.01,-183.0,-1.76,-1.71,-183.18,2.4,-96.06,-34.24,2.43,-29.85
