Tiempo,GiroX,GiroY,GiroZ,KalmanGiroY,GiroXAngle,GiroYAngle,Pitch,Roll,KalmanPitch
74.79,-173.05,-1.29,-1.38,-175.15,149.46,-60.67,136.84,2.21,132.19
74.86,-185.98,-0.46,-1.44,-187.65,135.2,-60.71,122.86,3.3,118.41
74.94,-177.24,-1.46,-0.97,-178.48,121.62,-60.82,110.86,6.22,105.46
75.02,-184.44,-1.01,-1.41,-185.18,107.48,-60.9,94.7,5.17,91.68
75.09,-171.9,-1.49,-1.03,-172.36,94.69,-61.01,85.27,18.39,79.61
75.17,-167.0,-1.52,-1.09,-166.93,82.25,-61.12,69.89,2.58,67.51
75.24,-172.31,-1.66,-1.12,-172.01,69.61,-61.24,54.69,1.14,54.86
75.31,-172.5,-1.69,-1.56,-172.23,56.95,-61.37,41.97,1.92,42.19
75.39,-180.48,-1.65,-1.08,-180.23,43.7,-61.49,29.73,2.24,29.06
75.46,-184.6,-2.04,-1.76,-184.29,30.16,-61.64,13.93,1.39,15.35
75.53,-179.37,-1.82,-2.09,-179.18,17.0,-61.77,-2.32,1.25,1.68
75.6,-177.55,-1.54,-2.08,-177.73,4.18,-61.88,-13.09,1.04,-11.38
75.68,-165.9,-1.44,-1.63,-166.23,-8.16,-61.99,-27.08,1.62,-24.13
75.75,-169.32,-1.95,-1.44,-169.92,-20.93,-62.14,-42.57,1.14,-37.6
75.83,-174.44,-2.65,-0.73,-175.5,-34.28,-62.34,-52.9,2.17,-51.25
75.91,-173.84,-2.07,-1.07,-175.05,-47.59,-62.5,-70.31,8.33,-65.31
75.98,-176.97,-2.08,-1.43,-178.64,-61.13,-62.66,-83.13,15.2,-79.47
76.06,-171.24,-2.65,-1.18,-173.24,-74.43,-62.87,-96.6,13.84,-93.35
76.14,-181.27,-3.11,-0.71,-183.57,-88.49,-63.11,-112.93,5.97,-108.23
76.22,-181.89,-2.53,-0.9,-184.64,-102.81,-63.31,-123.49,3.15,-122.85
76.3,-177.89,-2.62,-0.27,-180.69,-117.01,-63.51,-137.6,2.87,-137.31
76.38,-188.98,-2.9,-2.08,-191.82,-132.09,-63.75,-147.58,1.56,-152.01
76.46,-172.53,-1.85,-0.05,-174.94,-145.85,-63.89,-162.78,1.58,-165.59
76.54,-171.15,-2.02,0.22,-173.29,-159.51,-64.05,-177.46,2.06,-179.18
76.62,-172.08,-1.88,-0.34,-174.07,-173.06,-64.2,170.36,1.65,167.5
76.69,-166.97,-2.05,-0.75,-168.68,173.96,-64.36,156.62,1.49,154.66
76.77,-168.79,-2.18,-0.37,-170.32,161.03,-64.53,144.12,1.95,141.91
76.85,-176.79,-1.17,-1.66,-178.11,147.47,-64.62,130.39,1.46,128.51
76.92,-171.99,-1.33,-0.95,-173.14,134.29,-64.72,117.8,3.31,115.55
77.0,-176.86,-2.19,-0.73,-177.79,120.73,-64.89,103.75,5.62,102.14
77.08,-171.66,-1.83,-0.82,-172.44,107.57,-65.03,90.03,44.98,89.05
77.15,-185.66,-1.9,-0.85,-186.35,93.55,-65.17,78.01,5.15,75.34
77.23,-184.66,-1.27,-0.98,-185.1,80.0,-65.26,65.57,3.39,62.21
77.3,-180.61,-1.69,-1.06,-180.74,66.75,-65.39,52.43,2.22,49.36
77.37,-171.47,-2.0,-1.85,-171.32,54.17,-65.54,38.19,1.86,36.95
77.45,-168.84,-1.5,-1.19,-168.57,41.78,-65.65,22.87,1.17,24.38
77.52,-172.5,-1.81,-1.47,-172.36,29.12,-65.78,9.15,1.72,11.43
77.59,-171.07,-2.02,-2.37,-171.15,16.75,-65.93,-5.91,1.27,-1.52
77.67,-181.47,-2.04,-1.73,-181.95,3.45,-66.07,-16.34,2.04,-15.03
77.74,-180.87,-1.83,-1.73,-181.47,-10.0,-66.21,-33.62,1.82,-29.12
77.82,-179.19,-2.22,-1.22,-180.2,-23.71,-66.38,-51.12,3.71,-43.86
77.89,-181.48,-2.04,-1.15,-183.16,-37.6,-66.54,-60.78,3.6,-58.22
77.97,-169.44,-1.75,-1.18,-171.36,-50.57,-66.67,-76.31,9.63,-71.91
78.05,-167.02,-1.85,-0.95,-169.34,-63.35,-66.81,-88.74,40.63,-85.33
78.12,-174.85,-3.48,-1.15,-177.48,-76.92,-67.08,-102.93,7.2,-99.56
78.2,-170.42,-1.86,-0.98,-173.37,-90.15,-67.23,-115.02,4.21,-113.25
78.28,-172.87,-2.31,-0.94,-175.98,-103.76,-67.41,-130.09,3.04,-127.46
78.36,-172.23,-1.95,-0.29,-175.59,-117.5,-67.56,-141.15,1.87,-141.43
78.44,-178.68,-2.74,-1.53,-182.01,-131.76,-67.78,-156.34,1.55,-156.0
78.52,-183.27,-1.75,-0.17,-186.63,-146.39,-67.92,-169.71,1.14,-170.75
78.6,-176.8,-2.02,0.85,-180.07,-160.5,-68.08,174.22,2.28,174.79
78.68,-184.79,-2.31,0.12,-188.11,-174.67,-68.26,163.05,1.32,160.7
78.75,-183.5,-1.7,-0.85,-186.59,171.26,-68.39,149.83,1.74,146.8
78.83,-181.03,-1.19,-1.45,-183.84,157.39,-68.48,138.9,2.32,133.45
78.91,-179.69,-2.02,-0.95,-181.99,143.62,-68.64,127.43,1.16,120.45
78.98,-177.0,-1.47,-1.0,-178.64,130.05,-68.75,114.52,3.55,107.69
79.06,-170.74,-2.88,-0.7,-171.74,116.97,-68.97,100.01,-0.48,95.18
79.14,-177.76,-1.21,-0.81,-178.31,103.35,-69.06,86.31,16.03,82.09
79.21,-174.23,-1.65,-1.02,-174.39,90.19,-69.19,72.57,4.06,69.35
79.29,-178.73,-1.92,-1.49,-178.59,77.07,-69.33,59.82,2.91,56.67
79.36,-173.89,-1.68,-1.25,-173.46,64.31,-69.45,45.75,1.6,44.15
79.43,-187.63,-1.52,-0.89,-187.05,50.54,-69.56,30.67,1.64,30.46
79.51,-177.3,-1.85,-1.87,-176.7,37.53,-69.7,18.25,2.12,17.58
79.58,-178.77,-1.87,-2.26,-178.11,24.41,-69.84,4.66,1.96,4.53
79.65,-173.82,-2.11,-1.92,-173.15,12.04,-69.99,-9.03,1.91,-7.94
79.72,-169.35,-2.39,-1.0,-168.77,-0.38,-70.16,-22.64,1.29,-20.58
79.8,-171.47,-1.91,-1.53,-171.08,-13.31,-70.31,-37.79,2.25,-33.99
79.88,-170.22,-1.94,-1.34,-170.18,-26.33,-70.46,-55.04,3.83,-47.95
79.95,-181.18,-1.68,-1.65,-181.79,-40.2,-70.58,-65.96,3.04,-62.33
80.03,-184.13,-2.21,-1.24,-185.07,-54.29,-70.75,-80.84,18.75,-77.01
80.11,-178.28,-2.81,-0.95,-179.58,-68.13,-70.97,-96.03,16.42,-91.54
80.18,-187.77,-0.93,-1.48,-189.48,-82.71,-71.04,-103.88,8.94,-105.97
80.26,-174.9,-2.3,-1.15,-176.42,-96.47,-71.22,-120.61,3.68,-119.95
80.34,-178.29,-1.65,-0.82,-179.87,-110.51,-71.35,-132.57,3.05,-133.92
80.42,-170.6,-1.98,-0.35,-172.05,-124.12,-71.51,-145.71,1.82,-147.42
80.5,-167.91,-1.96,-0.92,-169.2,-137.52,-71.67,-160.27,1.76,-160.84
80.58,-171.32,-1.99,-0.72,-172.56,-151.19,-71.83,-172.66,1.87,-174.38
80.66,-177.89,-1.99,-0.82,-178.96,-165.39,-71.99,173.75,0.95,171.63
80.74,-173.2,-1.95,-0.18,-174.07,-178.85,-72.14,160.54,1.36,158.39
80.82,-175.08,-2.24,-0.34,-175.75,167.55,-72.31,148.25,1.93,145.16
80.89,-171.92,-2.44,0.0,-172.29,154.37,-72.5,134.23,2.09,132.23
80.97,-181.37,-2.83,-0.47,-181.55,140.67,-72.71,121.22,2.01,118.84
81.05,-185.6,-2.42,-0.93,-185.57,126.44,-72.9,108.35,3.16,105.06
81.12,-179.65,-2.8,-0.59,-179.3,112.67,-73.11,94.34,11.36,91.68
81.2,-191.07,-1.25,-0.71,-190.47,98.23,-73.21,81.23,7.8,77.76
81.27,-165.66,-1.63,-0.98,-164.75,86.08,-73.33,66.93,2.37,65.82
81.35,-167.7,-1.81,-1.11,-166.68,73.78,-73.46,55.24,1.61,53.78
81.42,-176.41,-1.28,-0.88,-175.26,60.83,-73.55,42.38,2.29,41.09
81.49,-176.38,-1.63,-1.11,-175.11,47.89,-73.67,26.33,1.17,28.02
81.57,-180.69,-2.16,-1.7,-179.58,34.63,-73.83,13.58,0.74,14.7
81.64,-174.74,-2.34,-1.27,-173.72,21.81,-74.0,2.09,0.73,1.97
81.71,-190.58,-2.6,-1.08,-189.55,8.24,-74.19,-12.52,1.81,-11.64
81.78,-174.66,-2.11,-0.87,-173.72,-4.75,-74.35,-28.37,2.27,-25.01
81.86,-181.21,-1.52,-2.19,-180.57,-18.42,-74.46,-43.5,2.98,-39.19
81.94,-170.82,-1.74,-1.19,-170.57,-31.49,-74.59,-59.44,3.94,-53.08
82.01,-170.28,-1.73,-1.46,-170.62,-44.52,-74.73,-71.28,7.24,-66.74
82.09,-173.03,-1.98,-1.16,-173.78,-57.76,-74.88,-84.36,18.4,-80.55
82.17,-173.14,-1.35,-1.1,-174.24,-71.2,-74.98,-99.08,11.19,-94.66
82.25,-178.76,-2.03,-1.18,-180.28,-85.08,-75.14,-110.95,3.72,-108.93
82.32,-180.96,-2.57,-0.97,-182.66,-99.32,-75.34,-126.15,4.42,-123.64
82.4,-174.82,-2.31,-0.93,-176.75,-113.08,-75.52,-137.36,2.14,-137.53
82.48,-186.64,-2.67,-0.85,-188.56,-127.98,-75.74,-154.81,1.81,-152.84
82.56,-182.7,-2.26,-1.4,-184.81,-142.56,-75.92,-165.35,2.07,-167.32
82.64,-180.32,-1.79,-0.94,-182.24,-156.95,-76.06,-175.88,1.76,-181.15
82.72,-183.19,-2.06,-0.41,-184.61,-171.57,-76.23,167.49,1.31,164.53
82.8,-175.35,-1.9,-0.71,-176.49,174.8,-76.37,156.4,0.9,151.48
82.88,-176.62,-2.31,-0.11,-177.29,161.26,-76.55,143.15,1.99,138.52
82.95,-172.77,-2.11,-0.18,-173.01,148.02,-76.71,130.07,2.33,125.84
83.03,-167.72,-2.44,-0.53,-167.56,135.16,-76.9,116.23,3.2,113.38
83.11,-171.73,-1.64,-0.87,-171.3,122.0,-77.02,103.81,1.26,100.68
83.18,-171.45,-2.33,-0.8,-170.73,108.86,-77.2,90.2,44.82,87.91
83.26,-181.29,-1.82,-1.02,-180.35,95.16,-77.34,76.05,5.1,74.49
83.33,-186.08,-0.79,-0.82,-184.99,81.51,-77.4,62.7,1.02,61.13
83.41,-181.2,-0.79,-0.72,-179.97,68.22,-77.46,46.86,2.57,47.8
83.48,-181.26,-1.68,-1.14,-180.12,54.92,-77.58,34.9,0.43,34.62
83.55,-165.93,-1.56,-1.52,-164.76,42.75,-77.69,20.82,1.82,22.33
83.63,-166.86,-1.63,-1.09,-165.83,30.5,-77.81,6.59,1.46,9.75
83.7,-175.41,-2.05,-0.93,-174.67,18.01,-77.96,-7.2,2.18,-3.21
83.77,-177.6,-2.0,-1.33,-177.23,5.0,-78.11,-21.16,1.26,-16.78
83.84,-179.63,-2.58,-1.11,-179.65,-8.37,-78.3,-32.44,2.03,-30.41
83.92,-175.69,-1.33,-2.08,-175.9,-21.62,-78.4,-48.63,2.12,-44.25
84.0,-188.56,-2.43,-1.38,-189.17,-36.05,-78.58,-60.69,2.87,-58.96
84.07,-172.52,-2.15,-1.09,-173.29,-49.25,-78.75,-76.41,7.24,-72.71
84.15,-178.5,-0.84,-1.24,-179.61,-62.91,-78.81,-90.17,44.92,-86.89
84.23,-171.7,-2.66,-1.32,-173.11,-76.24,-79.02,-105.12,9.22,-100.89
84.31,-167.35,-1.9,-1.14,-169.15,-89.42,-79.17,-117.24,3.06,-114.57
84.39,-169.3,-1.95,-0.6,-171.35,-102.74,-79.32,-130.06,2.6,-128.29
84.47,-176.29,-2.25,-1.4,-178.51,-116.81,-79.5,-139.9,1.54,-142.22
84.54,-175.59,-1.92,-0.31,-177.59,-130.82,-79.66,-158.28,1.66,-156.62
84.62,-178.63,-2.09,-0.96,-180.79,-145.08,-79.82,-169.17,1.96,-170.82
84.7,-176.53,-2.01,-1.25,-178.53,-159.17,-79.98,177.84,0.61,175.28
84.78,-180.12,-1.88,-0.95,-181.88,-173.17,-80.13,165.75,2.14,161.7
84.86,-181.62,-1.51,-1.13,-182.99,172.72,-80.25,154.76,1.28,148.36
84.94,-176.68,-2.08,-0.51,-177.45,159.17,-80.41,140.47,1.89,135.44
85.01,-189.82,-1.53,-1.26,-190.12,144.63,-80.52,127.16,0.2,121.62
85.09,-179.6,-1.73,-0.82,-179.38,130.86,-80.66,110.4,4.82,108.18
85.17,-187.19,-1.45,-0.95,-186.75,116.51,-80.77,102.04,7.17,94.84
85.24,-173.37,-2.29,-0.76,-172.26,103.41,-80.94,84.24,11.92,82.11
85.32,-170.2,-1.69,-0.94,-168.89,90.55,-81.07,70.92,5.05,69.53
85.39,-175.89,-1.57,-0.7,-174.45,77.64,-81.18,58.11,3.03,56.9
85.46,-172.29,-1.78,-1.09,-170.74,65.0,-81.31,43.82,1.63,44.3
85.54,-183.34,-2.39,-1.66,-181.83,51.55,-81.49,29.22,1.07,30.76
85.61,-184.69,-1.5,-0.69,-183.32,38.0,-81.6,16.8,1.51,17.25
85.69,-183.57,-2.02,-0.03,-182.25,24.53,-81.75,1.54,1.66,3.6
85.76,-170.22,-2.08,-0.98,-169.08,12.41,-81.9,-12.58,1.26,-8.91
85.83,-164.58,-1.92,-1.43,-163.78,0.17,-82.04,-26.86,1.42,-21.76
85.91,-168.69,-1.93,-1.3,-168.35,-12.38,-82.18,-39.78,3.04,-34.92
85.98,-171.4,-1.33,-1.67,-171.5,-25.49,-82.28,-52.13,3.62,-48.52
86.06,-177.16,-2.31,-1.15,-177.6,-39.05,-82.46,-68.04,7.6,-62.8
86.13,-179.78,-2.19,-1.1,-180.7,-52.81,-82.63,-81.88,15.18,-77.25
86.21,-174.56,-1.98,-1.37,-175.9,-66.36,-82.78,-94.03,20.52,-91.27
86.29,-185.87,-5.05,-1.38,-187.47,-80.79,-83.17,-110.06,2.6,-106.33
86.37,-176.31,-2.82,-0.71,-178.25,-94.67,-83.4,-122.04,3.7,-120.56
86.45,-180.95,-3.2,-1.65,-183.03,-108.91,-83.65,-134.53,2.45,-134.91
86.53,-179.64,-2.14,-0.31,-181.69,-123.25,-83.82,-150.04,1.99,-149.48
86.61,-165.36,-2.02,-0.17,-167.46,-136.44,-83.98,-163.77,1.99,-162.96
86.69,-167.29,-1.74,-1.09,-169.47,-149.8,-84.12,-175.18,1.84,-176.33
86.77,-174.11,-2.09,-0.61,-176.18,-163.69,-84.28,170.6,1.5,169.73
86.84,-169.24,-2.0,-0.95,-171.22,-176.84,-84.44,159.58,1.87,156.8
86.92,-170.47,-1.43,-1.46,-172.19,169.91,-84.55,145.63,0.18,143.69
87.0,-178.21,-1.53,-0.89,-179.75,156.25,-84.67,132.65,2.59,130.24
87.08,-176.17,-1.47,-0.98,-177.48,142.75,-84.78,120.79,2.45,117.14
87.15,-180.08,-0.96,-0.8,-181.05,128.95,-84.85,107.14,6.38,103.73
87.23,-174.7,-0.93,-0.99,-175.35,115.56,-84.93,94.0,11.83,90.73
87.3,-189.11,-1.72,-1.23,-189.46,101.27,-85.06,77.73,1.9,76.57
87.38,-176.97,-1.9,-1.24,-177.2,88.09,-85.2,66.79,5.65,63.78
87.45,-176.55,-2.0,-1.54,-176.5,75.14,-85.34,51.91,0.17,50.96
87.53,-172.18,-1.33,-1.4,-172.05,62.5,-85.44,35.63,1.63,38.02
87.6,-172.34,-1.9,-1.36,-172.43,49.86,-85.58,24.78,1.85,25.3
87.67,-176.17,-1.92,-1.01,-176.3,36.93,-85.72,9.46,0.83,12.03
87.75,-171.2,-1.7,-1.01,-171.57,24.56,-85.84,-5.79,2.07,-1.01
87.82,-184.95,-1.87,-1.95,-185.75,11.01,-85.98,-20.13,1.45,-15.26
87.89,-177.5,-2.19,-1.15,-178.75,-2.39,-86.15,-32.25,2.13,-29.16
87.97,-182.1,-3.71,0.27,-183.63,-16.13,-86.43,-43.73,2.07,-43.09
88.05,-171.87,-1.39,-1.39,-173.46,-29.1,-86.53,-57.89,3.13,-56.38
88.12,-166.13,-2.16,-1.19,-167.86,-41.81,-86.7,-73.06,6.96,-69.68
88.2,-169.29,-2.2,-1.15,-171.33,-54.77,-86.87,-87.24,32.21,-83.31
88.28,-178.5,-2.5,-1.25,-180.91,-68.62,-87.06,-98.26,9.2,-97.46
88.35,-174.11,-2.39,-0.79,-176.59,-81.95,-87.24,-114.16,2.68,-111.35
88.43,-176.69,-2.22,-0.92,-179.43,-95.86,-87.42,-126.62,3.51,-125.62
88.51,-171.03,-2.26,-0.76,-173.86,-109.32,-87.6,-141.62,2.92,-139.58
88.59,-183.09,-1.78,-0.15,-186.12,-123.93,-87.74,-152.5,1.6,-154.2
88.67,-186.57,-2.21,-1.92,-189.44,-138.82,-87.91,-165.83,0.75,-168.9
88.75,-177.92,-2.11,-2.9,-180.5,-153.03,-88.08,177.66,1.35,176.81
88.83,-188.65,-1.85,-1.95,-191.14,-167.69,-88.23,168.5,0.95,162.74
88.91,-177.04,-1.75,-1.16,-178.99,178.55,-88.36,157.34,0.54,149.86
88.98,-183.9,-1.47,-1.31,-185.14,164.46,-88.48,142.89,2.62,136.53
89.06,-172.89,-2.37,-0.49,-173.53,151.21,-88.66,130.37,1.67,124.09
89.14,-170.38,-2.33,-0.48,-170.43,138.15,-88.84,115.36,2.89,111.54
89.21,-168.14,-1.76,-0.92,-167.83,125.26,-88.97,101.8,5.22,99.05
89.29,-178.09,-1.96,-1.18,-177.53,111.8,-89.12,88.63,35.26,85.99
89.36,-178.49,-1.79,-0.98,-177.68,98.31,-89.25,73.68,4.87,72.7
89.44,-182.32,-1.31,-0.95,-181.42,84.94,-89.35,60.63,2.36,59.53
89.51,-178.05,-1.88,-1.69,-177.05,71.87,-89.49,47.01,0.79,46.6
89.58,-191.05,-1.96,-1.35,-190.0,57.86,-89.63,33.63,1.06,32.77
89.66,-167.33,-1.92,-1.51,-166.21,45.58,-89.77,19.92,1.75,20.5
89.73,-166.15,-1.48,-1.55,-165.08,33.39,-89.88,5.67,1.62,8.07
89.8,-179.14,-2.05,-1.19,-178.29,20.64,-90.03,-9.27,1.04,-5.16
89.87,-174.56,-1.56,-1.64,-174.09,7.84,-90.14,-21.87,2.35,-18.38
89.95,-176.76,-2.47,-0.63,-176.61,-5.3,-90.33,-35.4,1.93,-31.96
90.02,-173.6,-2.34,-0.84,-173.76,-18.4,-90.5,-46.51,2.7,-45.24
90.1,-186.38,-2.68,-1.01,-186.66,-32.66,-90.71,-62.33,4.65,-59.85
90.18,-177.72,-1.76,-1.37,-178.22,-46.26,-90.84,-76.11,10.54,-73.79
90.26,-183.06,-2.76,-1.7,-183.78,-60.47,-91.06,-87.85,36.23,-88.04
90.33,-170.72,-1.69,-0.85,-171.42,-73.72,-91.19,-104.66,7.14,-101.73
90.41,-166.08,-2.21,-0.56,-167.06,-86.8,-91.36,-118.97,2.72,-115.37
90.49,-166.6,-2.36,-0.86,-167.91,-99.91,-91.55,-130.93,3.53,-128.86
90.57,-174.06,-2.59,-1.47,-175.56,-113.61,-91.75,-143.77,1.48,-142.81
90.65,-173.41,-2.01,-0.45,-175.0,-127.45,-91.91,-157.82,1.36,-156.9
90.73,-176.95,-2.18,-1.11,-178.63,-141.58,-92.08,-170.93,1.72,-171.13
90.81,-178.6,-2.08,-1.68,-180.26,-155.83,-92.25,175.97,1.97,174.66
90.89,-178.92,-1.64,-1.48,-180.46,-169.74,-92.38,162.49,1.53,160.86
90.96,-180.37,-1.53,-2.08,-181.75,176.25,-92.5,151.27,1.41,147.28
91.04,-174.71,-1.31,-1.24,-175.71,162.86,-92.6,140.65,2.62,134.64
91.12,-187.43,-0.6,-1.71,-187.86,148.49,-92.64,125.52,2.33,120.87
91.19,-178.93,-2.55,-0.56,-178.93,134.77,-92.84,112.45,-0.25,107.79
91.27,-185.94,-0.51,-1.33,-185.5,120.33,-92.88,98.51,2.68,93.99
91.35,-171.69,-1.8,-1.02,-170.82,107.54,-93.01,84.96,12.18,81.71
91.42,-167.4,-1.05,-1.12,-166.23,94.89,-93.09,70.48,4.99,69.31
91.5,-171.74,-1.4,-0.88,-170.46,82.29,-93.19,56.87,1.58,56.81
91.57,-169.77,-2.16,-1.25,-168.49,69.84,-93.35,42.76,2.31,44.25
91.64,-181.31,-2.08,-1.5,-180.17,56.53,-93.51,29.76,1.35,30.88
91.72,-182.98,-1.88,-1.48,-181.93,43.11,-93.64,13.67,1.81,17.08
91.79,-181.46,-1.63,-1.96,-180.73,29.79,-93.76,-1.21,1.02,3.23
91.86,-176.18,-1.43,-1.85,-175.86,17.06,-93.87,-11.87,2.23,-9.76
91.94,-164.08,-1.66,-1.65,-163.95,4.86,-93.99,-26.05,2.19,-22.43
92.01,-168.01,-2.18,-0.98,-168.21,-7.64,-94.15,-39.15,1.91,-35.43
92.09,-174.37,-1.84,-1.05,-174.92,-20.79,-94.29,-52.94,3.65,-49.12
92.16,-175.85,-2.29,-0.8,-176.75,-34.24,-94.47,-68.66,4.62,-63.35
92.24,-178.37,-2.29,-1.11,-179.75,-47.9,-94.64,-82.51,17.66,-77.74
92.32,-172.98,-2.56,-1.02,-174.8,-61.33,-94.84,-94.33,20.99,-91.67
92.39,-184.97,-4.05,-1.05,-187.04,-75.68,-95.15,-113.2,4.44,-107.01
92.47,-182.11,-2.51,-0.88,-184.76,-90.02,-95.35,-124.28,4.78,-121.87
92.55,-180.05,-3.23,-1.02,-182.91,-104.19,-95.61,-137.44,2.0,-136.41
92.63,-187.86,-2.25,-0.5,-190.82,-119.18,-95.79,-150.5,3.3,-151.5
92.71,-165.44,-1.73,0.18,-168.3,-132.38,-95.92,-161.05,2.2,-164.46
92.79,-166.59,-1.84,-0.55,-169.13,-145.5,-96.07,-176.66,0.68,-177.65
92.87,-172.86,-2.02,-0.14,-175.31,-159.29,-96.23,171.95,1.02,168.79
92.95,-168.49,-1.73,-0.98,-170.64,-172.39,-96.37,158.51,1.67,155.89
93.03,-170.14,-1.69,-1.18,-172.04,174.39,-96.5,144.4,0.79,142.75
93.1,-179.96,-1.31,-1.29,-181.71,160.6,-96.6,134.15,1.63,129.46
93.18,-175.02,-1.4,-1.22,-176.32,147.18,-96.7,120.43,3.87,116.48
93.26,-179.41,-1.44,-1.04,-180.35,133.43,-96.82,104.51,4.07,102.88
93.33,-173.48,-1.24,-1.21,-174.26,120.13,-96.91,92.66,25.9,89.9
93.41,-187.85,-1.86,-1.09,-188.37,105.94,-97.05,77.95,7.08,75.94
93.48,-178.43,-1.63,-1.05,-178.76,92.65,-97.17,66.92,5.35,63.14
93.56,-183.08,-1.98,-1.62,-183.06,79.22,-97.32,54.12,2.92,50.22
93.63,-171.15,-1.67,-1.53,-170.77,66.66,-97.44,35.45,1.37,37.43
93.7,-170.17,-1.77,-1.4,-169.97,54.17,-97.57,24.14,1.64,24.86
93.78,-173.37,-1.99,-1.58,-173.25,41.45,-97.72,10.62,1.32,11.97
93.85,-168.98,-1.94,-2.0,-168.97,29.05,-97.86,-4.36,1.51,-0.89
93.92,-184.15,-1.68,-1.72,-184.46,15.56,-97.98,-17.79,2.44,-14.8
94.0,-180.1,-2.27,-1.36,-180.69,1.96,-98.15,-34.26,2.06,-29.11
94.07,-182.04,-3.57,0.37,-183.1,-11.57,-98.42,-45.42,2.18,-43.05
94.15,-173.37,-1.49,-1.24,-174.65,-24.66,-98.53,-59.53,4.84,-56.61
94.22,-165.4,-2.08,-1.08,-166.94,-37.32,-98.69,-74.29,8.42,-69.96
94.3,-168.14,-2.06,-0.93,-170.08,-50.18,-98.85,-86.75,27.32,-83.42
94.38,-177.39,-2.63,-1.28,-179.64,-63.95,-99.05,-97.2,12.61,-97.34
94.46,-174.06,-2.06,-0.69,-176.3,-77.47,-99.21,-114.7,5.08,-111.46
94.54,-175.45,-2.07,-0.87,-177.99,-91.28,-99.38,-127.42,2.91,-125.7
94.61,-170.26,-2.11,-0.53,-172.96,-104.68,-99.54,-141.3,2.24,-139.55
94.69,-181.98,-1.98,-0.5,-184.85,-119.2,-99.7,-151.7,1.66,-153.99
94.77,-185.16,-2.2,-1.12,-187.8,-133.98,-99.88,-167.59,2.13,-168.81
94.85,-176.72,-2.23,-2.29,-179.25,-148.08,-100.05,175.78,1.65,176.75
94.93,-185.73,-1.83,-1.49,-188.35,-162.72,-100.2,166.81,0.53,162.5
95.01,-176.95,-1.76,-1.44,-179.17,-176.66,-100.34,153.11,1.51,148.95
95.09,-182.39,-1.31,-1.7,-184.21,168.97,-100.44,138.58,1.64,134.93
95.17,-176.91,-2.25,-0.82,-178.38,155.21,-100.61,126.01,1.89,121.66
95.25,-175.23,-1.27,-1.04,-176.29,141.59,-100.71,115.22,2.97,108.83
95.32,-171.73,-3.01,-0.63,-172.19,128.24,-100.95,101.09,-0.36,96.12
95.4,-177.43,-1.21,-0.81,-177.42,114.45,-101.04,85.4,10.07,82.71
95.48,-172.48,-1.8,-0.93,-172.22,101.24,-101.18,72.32,3.82,69.85
95.55,-175.57,-1.84,-1.17,-175.08,87.97,-101.32,59.0,1.61,56.91
95.63,-171.84,-1.57,-1.18,-171.15,75.18,-101.44,45.31,1.18,44.3
95.7,-184.21,-1.96,-1.6,-183.42,61.46,-101.58,29.38,1.57,30.49
95.78,-181.34,-1.68,-0.93,-180.65,47.96,-101.71,16.69,1.16,17.0
95.85,-184.05,-1.87,-0.41,-183.39,34.25,-101.85,2.39,1.41,3.23
95.92,-169.76,-1.77,-1.5,-169.18,21.98,-101.97,-10.94,1.59,-9.23
96.0,-164.31,-1.8,-1.46,-163.88,9.58,-102.11,-26.13,1.94,-22.13
96.08,-168.45,-1.84,-1.34,-168.4,-3.13,-102.25,-40.39,3.69,-35.49
96.15,-171.98,-1.65,-1.4,-172.37,-16.29,-102.37,-53.36,2.04,-49.23
96.23,-176.76,-2.58,-1.05,-177.54,-30.01,-102.58,-67.52,6.09,-63.54
96.31,-179.23,-1.89,-1.15,-180.38,-43.92,-102.72,-81.6,12.78,-78.02
96.39,-172.92,-2.34,-1.09,-174.4,-57.53,-102.91,-94.77,22.15,-92.1
96.46,-183.63,-4.19,-0.91,-185.36,-71.99,-103.24,-112.69,2.45,-107.41
96.54,-182.76,-2.4,-0.78,-184.98,-86.57,-103.43,-123.9,2.55,-122.37
96.62,-178.98,-2.5,-0.58,-181.35,-100.85,-103.63,-138.07,2.14,-136.99
96.7,-190.5,-2.27,-1.63,-192.97,-116.25,-103.81,-146.2,1.55,-151.83
96.79,-172.47,-1.75,-0.26,-174.41,-130.21,-103.95,-164.92,2.46,-165.81
96.87,-173.08,-1.82,0.21,-174.93,-144.21,-104.1,-177.64,1.23,-179.68
96.95,-171.91,-2.15,-0.54,-173.56,-157.94,-104.27,170.76,1.23,166.98
97.03,-166.8,-2.08,-0.51,-168.1,-171.08,-104.43,155.08,1.41,153.9
97.1,-166.52,-2.2,-0.59,-167.7,175.8,-104.61,144.48,0.96,141.15
97.18,-174.73,-2.05,-0.61,-175.6,162.22,-104.77,129.57,2.16,127.75
97.26,-169.5,-2.21,-0.7,-170.2,149.04,-104.94,115.66,2.54,114.66
97.34,-173.27,-2.21,-0.95,-173.87,135.58,-105.11,104.67,5.15,101.57
97.42,-171.83,-2.45,-0.89,-172.14,122.21,-105.3,90.35,44.47,88.45
97.49,-181.3,-1.98,-0.9,-181.42,108.32,-105.45,76.32,7.82,74.75
97.57,-184.27,-1.2,-0.81,-184.25,94.39,-105.54,63.34,1.99,61.13
97.64,-179.53,-1.15,-1.4,-179.3,81.02,-105.63,46.41,0.81,47.62
